TotalSpectrum-x_point	TotalSpectrum-y_point	TotalSpectrum-x_line	TotalSpectrum-y_line	Subspectrum2-x_line	Subspectrum2-y_line	Subspectrum3-x_line	Subspectrum3-y_line
9.43433	147797	9.43433	147964	9.43433	148121	9.43433	148260
9.48927	148578	9.48927	147997	9.48927	148141	9.48927	148273
9.54385	147639	9.54385	148026	9.54385	148160	9.54385	148284
9.59807	147926	9.59807	148052	9.59807	148176	9.59807	148293
9.65193	147635	9.65193	148075	9.65193	148191	9.65193	148302
9.70542	147556	9.70542	148096	9.70542	148204	9.70542	148309
9.75855	148507	9.75855	148114	9.75855	148216	9.75855	148316
9.81131	147965	9.81131	148131	9.81131	148227	9.81131	148322
9.8637	147805	9.8637	148147	9.8637	148237	9.8637	148328
9.91573	147961	9.91573	148161	9.91573	148246	9.91573	148333
9.96738	148567	9.96738	148174	9.96738	148254	9.96738	148337
10.0186	147942	10.0186	148185	10.0186	148262	10.0186	148341
10.0695	147868	10.0695	148196	10.0695	148269	10.0695	148345
10.1201	148172	10.1201	148206	10.1201	148275	10.1201	148348
10.1702	147243	10.1702	148215	10.1702	148281	10.1702	148351
10.2199	148522	10.2199	148224	10.2199	148287	10.2199	148354
10.2693	147472	10.2693	148231	10.2693	148292	10.2693	148357
10.3183	148347	10.3183	148239	10.3183	148297	10.3183	148360
10.3669	147636	10.3669	148246	10.3669	148301	10.3669	148362
10.4151	148296	10.4151	148252	10.4151	148305	10.4151	148364
10.4629	148493	10.4629	148258	10.4629	148309	10.4629	148366
10.5103	148333	10.5103	148263	10.5103	148313	10.5103	148368
10.5573	147849	10.5573	148268	10.5573	148316	10.5573	148370
10.604	148638	10.604	148273	10.604	148320	10.604	148371
10.6502	148866	10.6502	148278	10.6502	148323	10.6502	148373
10.696	148301	10.696	148282	10.696	148326	10.696	148374
10.7414	147509	10.7414	148286	10.7414	148328	10.7414	148375
10.7864	148370	10.7864	148290	10.7864	148331	10.7864	148377
10.8311	148041	10.8311	148294	10.8311	148333	10.8311	148378
10.8753	147515	10.8753	148297	10.8753	148336	10.8753	148379
10.9191	147724	10.9191	148300	10.9191	148338	10.9191	148380
10.9624	148224	10.9624	148303	10.9624	148340	10.9624	148381
11.0054	148011	11.0054	148306	11.0054	148342	11.0054	148382
11.048	147816	11.048	148309	11.048	148344	11.048	148383
11.0901	148427	11.0901	148312	11.0901	148345	11.0901	148384
11.1318	148249	11.1318	148314	11.1318	148347	11.1318	148385
11.1731	148398	11.1731	148317	11.1731	148349	11.1731	148385
11.214	149149	11.214	148319	11.214	148350	11.214	148386
11.2545	147635	11.2545	148321	11.2545	148352	11.2545	148387
11.2945	147644	11.2945	148323	11.2945	148353	11.2945	148388
11.3341	148609	11.3341	148325	11.3341	148354	11.3341	148388
11.3733	147898	11.3733	148327	11.3733	148356	11.3733	148389
11.412	148250	11.412	148329	11.412	148357	11.412	148389
11.4504	148282	11.4504	148331	11.4504	148358	11.4504	148390
11.4883	147816	11.4883	148332	11.4883	148359	11.4883	148391
11.5257	148250	11.5257	148334	11.5257	148360	11.5257	148391
11.5627	148438	11.5627	148335	11.5627	148361	11.5627	148392
11.5993	148246	11.5993	148337	11.5993	148362	11.5993	148392
11.6355	148049	11.6355	148338	11.6355	148363	11.6355	148392
11.6712	148102	11.6712	148339	11.6712	148364	11.6712	148393
11.7065	148206	11.7065	148341	11.7065	148365	11.7065	148393
11.7413	148346	11.7413	148342	11.7413	148366	11.7413	148394
11.7757	147823	11.7757	148343	11.7757	148367	11.7757	148394
11.8097	148188	11.8097	148344	11.8097	148367	11.8097	148394
11.8432	147717	11.8432	148345	11.8432	148368	11.8432	148395
11.8762	148873	11.8762	148347	11.8762	148369	11.8762	148395
11.9089	148844	11.9089	148348	11.9089	148370	11.9089	148395
11.941	147835	11.941	148349	11.941	148370	11.941	148396
11.9727	148670	11.9727	148349	11.9727	148371	11.9727	148396
12.004	148655	12.004	148350	12.004	148372	12.004	148396
12.0348	147623	12.0348	148351	12.0348	148372	12.0348	148397
12.0652	147743	12.0652	148352	12.0652	148373	12.0652	148397
12.0951	147623	12.0951	148353	12.0951	148373	12.0951	148397
12.1245	148579	12.1245	148354	12.1245	148374	12.1245	148397
12.1535	147871	12.1535	148355	12.1535	148374	12.1535	148398
12.1821	148108	12.1821	148355	12.1821	148375	12.1821	148398
12.2102	148052	12.2102	148356	12.2102	148375	12.2102	148398
12.2378	148268	12.2378	148357	12.2378	148376	12.2378	148398
12.2649	147723	12.2649	148357	12.2649	148376	12.2649	148399
12.2916	148144	12.2916	148358	12.2916	148377	12.2916	148399
12.3179	148862	12.3179	148359	12.3179	148377	12.3179	148399
12.3436	148258	12.3436	148359	12.3436	148377	12.3436	148399
12.3689	147990	12.3689	148360	12.3689	148378	12.3689	148399
12.3938	147553	12.3938	148360	12.3938	148378	12.3938	148400
12.4181	148752	12.4181	148361	12.4181	148379	12.4181	148400
12.4421	148299	12.4421	148361	12.4421	148379	12.4421	148400
12.4655	148795	12.4655	148362	12.4655	148379	12.4655	148400
12.4885	148614	12.4885	148362	12.4885	148380	12.4885	148400
12.511	148072	12.511	148363	12.511	148380	12.511	148400
12.533	147662	12.533	148363	12.533	148380	12.533	148400
12.5545	147640	12.5545	148364	12.5545	148381	12.5545	148401
12.5756	147712	12.5756	148364	12.5756	148381	12.5756	148401
12.5962	148645	12.5962	148365	12.5962	148381	12.5962	148401
12.6164	148890	12.6164	148365	12.6164	148381	12.6164	148401
12.636	148731	12.636	148365	12.636	148382	12.636	148401
12.6552	148295	12.6552	148366	12.6552	148382	12.6552	148401
12.6739	148540	12.6739	148366	12.6739	148382	12.6739	148401
12.6921	148663	12.6921	148366	12.6921	148382	12.6921	148401
12.7099	148563	12.7099	148367	12.7099	148383	12.7099	148402
12.7272	148774	12.7272	148367	12.7272	148383	12.7272	148402
12.744	148227	12.744	148367	12.744	148383	12.744	148402
12.7603	148388	12.7603	148368	12.7603	148383	12.7603	148402
12.7761	147652	12.7761	148368	12.7761	148383	12.7761	148402
12.7915	148210	12.7915	148368	12.7915	148384	12.7915	148402
12.8063	148732	12.8063	148368	12.8063	148384	12.8063	148402
12.8207	148150	12.8207	148369	12.8207	148384	12.8207	148402
12.8346	148011	12.8346	148369	12.8346	148384	12.8346	148402
12.848	148583	12.848	148369	12.848	148384	12.848	148402
12.861	147995	12.861	148369	12.861	148384	12.861	148402
12.8734	148086	12.8734	148370	12.8734	148385	12.8734	148402
12.8854	148812	12.8854	148370	12.8854	148385	12.8854	148402
12.8969	148440	12.8969	148370	12.8969	148385	12.8969	148403
12.9079	148192	12.9079	148370	12.9079	148385	12.9079	148403
12.9184	148443	12.9184	148370	12.9184	148385	12.9184	148403
12.9284	148686	12.9284	148370	12.9284	148385	12.9284	148403
12.938	148179	12.938	148371	12.938	148385	12.938	148403
12.947	148409	12.947	148371	12.947	148385	12.947	148403
12.9556	148377	12.9556	148371	12.9556	148385	12.9556	148403
12.9637	149015	12.9637	148371	12.9637	148386	12.9637	148403
12.9713	148735	12.9713	148371	12.9713	148386	12.9713	148403
12.9784	147669	12.9784	148371	12.9784	148386	12.9784	148403
12.985	148262	12.985	148371	12.985	148386	12.985	148403
12.9911	148917	12.9911	148371	12.9911	148386	12.9911	148403
12.9967	148663	12.9967	148371	12.9967	148386	12.9967	148403
13.0019	148338	13.0019	148372	13.0019	148386	13.0019	148403
13.0065	148040	13.0065	148372	13.0065	148386	13.0065	148403
13.0107	148452	13.0107	148372	13.0107	148386	13.0107	148403
13.0144	148076	13.0144	148372	13.0144	148386	13.0144	148403
13.0176	147607	13.0176	148372	13.0176	148386	13.0176	148403
13.0203	148103	13.0203	148372	13.0203	148386	13.0203	148403
13.0225	148164	13.0225	148372	13.0225	148386	13.0225	148403
13.0242	148256	13.0242	148372	13.0242	148386	13.0242	148403
13.0254	148289	13.0254	148372	13.0254	148386	13.0254	148403
13.0262	148471	13.0262	148372	13.0262	148386	13.0262	148403
13.0264	149135	13.0264	148372	13.0264	148386	13.0264	148403
