Original file:
C:\Users\Kryolabor\Desktop\131124Joekob\gelbes_bls.txt
Date / time: 20.11.2024, 10:01:45
Sample: Gelbes Bls
Comments: 20,0 mV
Channel #	Counts	Counts (folded)
    848	  15177	      0
    849	  15001	      0
    850	  15078	      0
    851	  15189	      0
    852	  15036	      0
    853	  15162	      0
    854	  15098	      0
    855	  15077	      0
    856	  15051	      0
    857	  14979	      0
    858	  14838	      0
    859	  14871	      0
    860	  14962	      0
    861	  15223	      0
    862	  15045	      0
    863	  15098	      0
    864	  15191	      0
    865	  15177	      0
    866	  14855	      0
    867	  15156	      0
    868	  15074	      0
    869	  15175	      0
    870	  15140	      0
    871	  15099	      0
    872	  15015	      0
    873	  15011	      0
    874	  15169	      0
    875	  15156	      0
    876	  15060	      0
    877	  15132	      0
    878	  15194	      0
    879	  15175	      0
    880	  14992	      0
    881	  15130	      0
    882	  15130	      0
    883	  15160	      0
    884	  15094	      0
    885	  15184	      0
    886	  15064	      0
    887	  15128	      0
    888	  15294	      0
    889	  15282	      0
    890	  15174	      0
    891	  14929	      0
    892	  14957	      0
    893	  15022	      0
    894	  14975	      0
    895	  15091	      0
    896	  15006	      0
    897	  14947	      0
    898	  14916	      0
    899	  14918	      0
    900	  15191	      0
    901	  14975	      0
    902	  14814	      0
    903	  15159	      0
    904	  15020	      0
    905	  14918	      0
    906	  15163	      0
    907	  15030	      0
    908	  15215	      0
    909	  15188	      0
    910	  15060	      0
    911	  15160	      0
    912	  15074	      0
    913	  15273	      0
    914	  15120	      0
    915	  15113	      0
    916	  15044	      0
    917	  15238	      0
    918	  15239	      0
    919	  14907	      0
    920	  15108	      0
    921	  15127	      0
    922	  15010	      0
    923	  14922	      0
    924	  15189	      0
    925	  14979	      0
    926	  15236	      0
    927	  15039	      0
    928	  14941	      0
    929	  15166	      0
    930	  15168	      0
    931	  15177	      0
    932	  15124	      0
    933	  15143	      0
    934	  14872	      0
    935	  15008	      0
    936	  15139	      0
    937	  15022	      0
    938	  14966	      0
    939	  15069	      0
    940	  15036	      0
    941	  15263	      0
    942	  15132	      0
    943	  15329	      0
    944	  15263	      0
    945	  15040	      0
    946	  14981	      0
    947	  15122	      0
    948	  15031	      0
    949	  15154	      0
    950	  14866	      0
    951	  15122	      0
    952	  15231	      0
    953	  15114	      0
    954	  15216	      0
    955	  15082	      0
    956	  15238	      0
    957	  15155	      0
    958	  15017	      0
    959	  14978	      0
    960	  15224	      0
    961	  15065	      0
    962	  15234	      0
    963	  15042	      0
    964	  14912	      0
    965	  15172	      0
    966	  15415	      0
    967	  15012	      0
    968	  15256	      0
    969	  14945	      0
    970	  15206	      0
    971	  15007	      0
    972	  15208	      0
    973	  15332	      0
    974	  15011	      0
    975	  15045	      0
    976	  15078	      0
    977	  15113	      0
    978	  15026	      0
    979	  15313	      0
    980	  14981	      0
    981	  15078	      0
    982	  15098	      0
    983	  15014	      0
    984	  15165	      0
    985	  15081	      0
    986	  14969	      0
    987	  15197	      0
    988	  15066	      0
    989	  15016	      0
    990	  15162	      0
    991	  15236	      0
    992	  15110	      0
    993	  15197	      0
    994	  15077	      0
    995	  15033	      0
    996	  15183	      0
    997	  15129	      0
    998	  15005	      0
    999	  15179	      0
   1000	  14995	      0
   1001	  15078	      0
   1002	  15172	      0
   1003	  15005	      0
   1004	  15125	      0
   1005	  15355	      0
   1006	  15298	      0
   1007	  15299	      0
   1008	  15351	      0
   1009	  15159	      0
   1010	  15142	      0
   1011	  14919	      0
   1012	  15302	      0
   1013	  15129	      0
   1014	  15302	      0
   1015	  15064	      0
   1016	  14963	      0
   1017	  15107	      0
   1018	  15040	      0
   1019	  15160	      0
   1020	  15207	      0
   1021	  15115	      0
   1022	  15262	      0
   1023	  15161	      0
