Original file:
C:\Users\Kryolabor\Desktop\131124Joekob\fe_2O_3.txt
Date / time: 15.11.2024, 13:10:44
Sample: Fe_2O_3
Comments: 80.0 mV
Channel #	Counts	Counts (folded)
    635	  19181	      0
    636	  18775	      0
    637	  18826	      0
    638	  18699	      0
    639	  18803	      0
    640	  18609	      0
    641	  18603	      0
    642	  18805	      0
    643	  18754	      0
    644	  18749	      0
    645	  18614	      0
    646	  18815	      0
    647	  18562	      0
    648	  18790	      0
    649	  18768	      0
    650	  18313	      0
    651	  18835	      0
    652	  18437	      0
    653	  18029	      0
    654	  17636	      0
    655	  17287	      0
    656	  16859	      0
    657	  16258	      0
    658	  16183	      0
    659	  16172	      0
    660	  16664	      0
    661	  17326	      0
    662	  17674	      0
    663	  18033	      0
    664	  18534	      0
    665	  18435	      0
    666	  18649	      0
    667	  18595	      0
    668	  18759	      0
    669	  18540	      0
    670	  18856	      0
    671	  18885	      0
    672	  18647	      0
    673	  18833	      0
    674	  18871	      0
    675	  18714	      0
    676	  18927	      0
    677	  18954	      0
    678	  18876	      0
    679	  18789	      0
    680	  18805	      0
    681	  18524	      0
    682	  19050	      0
    683	  18559	      0
    684	  18785	      0
    685	  18860	      0
    686	  18904	      0
    687	  18922	      0
    688	  18744	      0
    689	  18606	      0
    690	  19095	      0
    691	  18890	      0
    692	  18535	      0
    693	  18504	      0
    694	  18897	      0
    695	  19042	      0
    696	  18605	      0
    697	  18710	      0
    698	  18822	      0
    699	  18912	      0
    700	  18668	      0
    701	  18894	      0
    702	  18747	      0
    703	  18808	      0
    704	  18851	      0
    705	  18500	      0
    706	  18365	      0
    707	  18398	      0
    708	  18150	      0
    709	  17825	      0
    710	  17280	      0
    711	  16292	      0
    712	  16263	      0
    713	  17097	      0
    714	  18179	      0
    715	  18340	      0
    716	  18796	      0
    717	  18317	      0
    718	  18688	      0
    719	  18637	      0
    720	  18780	      0
    721	  18649	      0
    722	  19011	      0
    723	  18574	      0
    724	  18588	      0
    725	  18763	      0
    726	  18551	      0
    727	  18814	      0
    728	  19000	      0
    729	  18813	      0
    730	  18926	      0
    731	  18813	      0
    732	  18809	      0
    733	  19067	      0
    734	  18841	      0
    735	  19087	      0
    736	  19223	      0
    737	  18971	      0
    738	  19089	      0
    739	  19106	      0
    740	  18660	      0
    741	  18792	      0
    742	  19037	      0
    743	  18772	      0
    744	  18707	      0
    745	  18874	      0
    746	  18750	      0
    747	  19039	      0
    748	  18915	      0
    749	  18701	      0
    750	  18679	      0
    751	  18647	      0
    752	  18787	      0
    753	  18552	      0
    754	  18233	      0
    755	  18087	      0
    756	  17403	      0
    757	  17214	      0
    758	  17596	      0
    759	  18249	      0
    760	  18439	      0
    761	  18817	      0
    762	  18685	      0
    763	  18880	      0
    764	  18880	      0
    765	  18918	      0
    766	  18695	      0
    767	  18762	      0
    768	  18746	      0
    769	  18946	      0
    770	  19056	      0
    771	  18783	      0
    772	  18984	      0
    773	  18827	      0
    774	  18683	      0
    775	  19067	      0
    776	  18727	      0
    777	  18561	      0
    778	  18823	      0
    779	  18846	      0
    780	  18862	      0
    781	  19161	      0
    782	  18902	      0
    783	  18730	      0
    784	  18499	      0
    785	  18759	      0
    786	  18382	      0
    787	  18584	      0
    788	  18257	      0
    789	  17407	      0
    790	  17362	      0
    791	  17539	      0
    792	  18412	      0
    793	  18612	      0
    794	  18722	      0
    795	  18547	      0
    796	  18614	      0
    797	  18981	      0
    798	  18808	      0
    799	  18899	      0
    800	  18855	      0
    801	  18582	      0
    802	  18779	      0
    803	  18698	      0
    804	  18922	      0
    805	  18935	      0
    806	  18798	      0
    807	  18781	      0
    808	  18824	      0
    809	  18861	      0
    810	  18944	      0
    811	  18904	      0
    812	  18671	      0
    813	  18798	      0
    814	  19015	      0
    815	  18673	      0
    816	  18856	      0
    817	  18874	      0
    818	  18672	      0
    819	  18660	      0
    820	  18924	      0
    821	  18810	      0
    822	  19028	      0
    823	  18852	      0
    824	  18521	      0
    825	  18835	      0
    826	  18787	      0
    827	  18891	      0
    828	  18766	      0
    829	  18604	      0
    830	  18574	      0
    831	  18435	      0
    832	  17930	      0
    833	  17830	      0
    834	  17113	      0
    835	  16404	      0
    836	  16600	      0
    837	  16909	      0
    838	  17648	      0
    839	  18323	      0
    840	  18288	      0
    841	  18542	      0
    842	  18816	      0
    843	  18847	      0
    844	  18646	      0
    845	  18750	      0
    846	  18724	      0
    847	  18873	      0
    848	  18808	      0
    849	  18944	      0
    850	  18522	      0
    851	  18655	      0
    852	  18837	      0
    853	  18736	      0
    854	  18930	      0
    855	  18940	      0
    856	  18783	      0
    857	  19108	      0
    858	  18898	      0
    859	  18747	      0
    860	  18800	      0
    861	  19041	      0
    862	  18784	      0
    863	  18812	      0
    864	  18670	      0
    865	  18582	      0
    866	  19049	      0
    867	  18975	      0
    868	  18985	      0
    869	  18560	      0
    870	  18707	      0
    871	  18709	      0
    872	  18810	      0
    873	  18678	      0
    874	  18783	      0
    875	  18619	      0
    876	  18643	      0
    877	  18503	      0
    878	  18453	      0
    879	  18277	      0
    880	  18328	      0
    881	  17770	      0
    882	  17023	      0
    883	  16366	      0
    884	  16245	      0
    885	  15967	      0
    886	  16364	      0
    887	  17268	      0
    888	  17654	      0
    889	  17808	      0
    890	  18193	      0
    891	  18303	      0
    892	  18539	      0
    893	  18605	      0
    894	  18731	      0
    895	  18736	      0
    896	  18573	      0
    897	  18934	      0
    898	  18910	      0
    899	  18682	      0
    900	  18923	      0
    901	  18821	      0
    902	  18747	      0
    903	  18737	      0
    904	  19022	      0
    905	  18838	      0
    906	  18814	      0
    907	  18761	      0
    908	  18903	      0
    909	  18545	      0
    910	  18834	      0
    911	  18851	      0
    912	  18945	      0
    913	  18995	      0
    914	  19115	      0
    915	  18506	      0
    916	  18900	      0
    917	  18792	      0
    918	  19015	      0
    919	  18973	      0
    920	  18782	      0
    921	  18856	      0
    922	  18620	      0
    923	  18956	      0
    924	  18867	      0
    925	  18988	      0
    926	  18897	      0
    927	  18979	      0
    928	  18862	      0
    929	  18636	      0
    930	  18729	      0
    931	  19021	      0
    932	  18776	      0
    933	  18900	      0
    934	  18743	      0
    935	  18881	      0
    936	  19079	      0
    937	  19051	      0
    938	  18857	      0
    939	  18792	      0
    940	  18883	      0
    941	  18921	      0
    942	  18746	      0
    943	  18733	      0
    944	  18906	      0
    945	  18781	      0
    946	  18925	      0
    947	  18906	      0
    948	  18829	      0
    949	  18803	      0
    950	  18986	      0
    951	  18807	      0
    952	  18787	      0
    953	  19053	      0
    954	  19034	      0
    955	  18739	      0
    956	  18824	      0
    957	  18921	      0
    958	  18972	      0
    959	  18786	      0
    960	  18637	      0
    961	  18817	      0
    962	  18770	      0
    963	  18599	      0
    964	  18918	      0
    965	  18845	      0
    966	  19017	      0
    967	  18949	      0
    968	  18949	      0
    969	  18809	      0
    970	  19056	      0
    971	  18941	      0
    972	  18933	      0
    973	  18903	      0
    974	  18829	      0
    975	  18936	      0
    976	  18966	      0
    977	  19054	      0
    978	  18909	      0
    979	  18860	      0
    980	  18959	      0
    981	  19085	      0
    982	  18840	      0
    983	  18900	      0
    984	  19170	      0
    985	  18794	      0
    986	  18920	      0
    987	  19154	      0
    988	  18819	      0
    989	  18774	      0
    990	  18912	      0
    991	  19001	      0
    992	  18610	      0
    993	  18714	      0
    994	  18961	      0
    995	  18829	      0
    996	  19169	      0
    997	  18783	      0
    998	  18840	      0
    999	  18896	      0
   1000	  19286	      0
   1001	  18916	      0
   1002	  18872	      0
   1003	  19022	      0
   1004	  19119	      0
   1005	  18958	      0
   1006	  18877	      0
   1007	  18895	      0
   1008	  18785	      0
   1009	  18972	      0
   1010	  19034	      0
   1011	  18858	      0
   1012	  19166	      0
   1013	  18957	      0
   1014	  19013	      0
   1015	  18597	      0
   1016	  18946	      0
   1017	  18989	      0
   1018	  19061	      0
   1019	  19020	      0
   1020	  18792	      0
   1021	  18904	      0
   1022	  19155	      0
   1023	  18805	      0
