Original file:
C:\Users\Kryolabor\Desktop\131124Joekob\fe_3O_4.txt
Date / time: 18.11.2024, 14:33:24
Sample: Fe_3O_4
Comments: 80.0 mV
Channel #	Counts	Counts (folded)
    822	  73742	      0
    823	  73548	      0
    824	  73307	      0
    825	  72950	      0
    826	  72429	      0
    827	  71232	      0
    828	  69844	      0
    829	  67824	      0
    830	  66095	      0
    831	  66873	      0
    832	  67875	      0
    833	  70097	      0
    834	  71649	      0
    835	  72588	      0
    836	  72714	      0
    837	  72860	      0
    838	  72816	      0
    839	  73489	      0
    840	  73487	      0
    841	  73756	      0
    842	  73846	      0
    843	  73628	      0
    844	  73603	      0
    845	  73709	      0
    846	  73441	      0
    847	  73472	      0
    848	  73893	      0
    849	  74360	      0
    850	  73616	      0
    851	  73555	      0
    852	  73688	      0
    853	  73900	      0
    854	  73854	      0
    855	  73853	      0
    856	  73584	      0
    857	  74022	      0
    858	  73390	      0
    859	  73949	      0
    860	  73742	      0
    861	  73409	      0
    862	  73865	      0
    863	  73565	      0
    864	  73156	      0
    865	  73429	      0
    866	  73120	      0
    867	  73307	      0
    868	  73126	      0
    869	  72359	      0
    870	  72590	      0
    871	  71525	      0
    872	  70801	      0
    873	  70303	      0
    874	  67772	      0
    875	  65809	      0
    876	  64942	      0
    877	  63961	      0
    878	  65164	      0
    879	  66825	      0
    880	  68769	      0
    881	  70312	      0
    882	  70765	      0
    883	  71560	      0
    884	  72214	      0
    885	  72292	      0
    886	  73440	      0
    887	  73120	      0
    888	  73357	      0
    889	  73278	      0
    890	  73658	      0
    891	  73909	      0
    892	  73895	      0
    893	  73877	      0
    894	  73270	      0
    895	  73995	      0
    896	  74062	      0
    897	  73472	      0
    898	  73824	      0
    899	  73693	      0
    900	  74352	      0
    901	  73768	      0
    902	  74233	      0
    903	  73548	      0
    904	  73821	      0
    905	  74281	      0
    906	  73550	      0
    907	  73928	      0
    908	  74012	      0
    909	  74141	      0
    910	  73743	      0
    911	  74173	      0
    912	  73916	      0
    913	  73411	      0
    914	  74340	      0
    915	  73519	      0
    916	  74185	      0
    917	  73616	      0
    918	  73963	      0
    919	  74014	      0
    920	  74482	      0
    921	  73656	      0
    922	  74149	      0
    923	  74340	      0
    924	  74152	      0
    925	  73754	      0
    926	  74409	      0
    927	  73862	      0
    928	  73664	      0
    929	  73841	      0
    930	  73703	      0
    931	  73914	      0
    932	  73529	      0
    933	  74249	      0
    934	  74136	      0
    935	  74018	      0
    936	  74899	      0
    937	  73852	      0
    938	  73870	      0
    939	  74139	      0
    940	  73904	      0
    941	  73833	      0
    942	  74006	      0
    943	  73722	      0
    944	  74084	      0
    945	  74497	      0
    946	  73883	      0
    947	  73941	      0
    948	  74029	      0
    949	  74101	      0
    950	  74078	      0
    951	  73508	      0
    952	  73661	      0
    953	  73695	      0
    954	  74477	      0
    955	  74224	      0
    956	  73862	      0
    957	  74635	      0
    958	  74150	      0
    959	  73692	      0
    960	  73761	      0
    961	  73567	      0
    962	  74513	      0
    963	  73974	      0
    964	  74359	      0
    965	  73660	      0
    966	  74121	      0
    967	  73531	      0
    968	  73508	      0
    969	  74254	      0
    970	  73933	      0
    971	  73922	      0
    972	  73733	      0
    973	  74464	      0
    974	  74074	      0
    975	  74406	      0
    976	  74230	      0
    977	  74239	      0
    978	  73816	      0
    979	  74131	      0
    980	  73941	      0
