Zeit	Kanal A	Kanal B
-9.97651130	-0.03155758	1.15766500
-9.97630330	-0.03155758	1.14179400
-9.97609530	-0.03155758	1.14179400
-9.97588730	-0.03155758	1.15766500
-9.97567930	-0.03155758	1.14179400
-9.97547130	-0.03155758	1.14179400
-9.97526330	-0.03155758	1.14179400
-9.97505530	-0.03155758	1.14179400
-9.97484730	-0.03155758	1.14179400
-9.97463930	-0.03155758	1.14179400
-9.97443130	-0.03155758	1.14179400
-9.97422330	-0.03155758	1.14179400
-9.97401530	-0.03155758	1.14179400
-9.97380730	-0.03155758	1.14179400
-9.97359930	-0.03155758	1.14179400
-9.97339130	-0.03155758	1.14179400
-9.97318330	-0.03155758	1.14179400
-9.97297530	-0.03155758	1.14179400
-9.97276730	-0.03155758	1.14179400
-9.97255930	-0.03155758	1.14179400
-9.97235130	-0.03155758	1.14179400
-9.97214330	-0.03155758	1.14179400
-9.97193530	-0.03155758	1.14179400
-9.97172730	-0.03155758	1.14179400
-9.97151930	-0.03155758	1.15766500
-9.97131130	-0.03155758	1.14179400
-9.97110330	-0.03155758	1.14179400
-9.97089530	-0.03155758	1.14179400
-9.97068730	-0.03155758	1.14179400
-9.97047930	-0.04736713	1.14179400
-9.97027130	-0.04736713	1.14179400
-9.97006330	-0.04736713	1.14179400
-9.96985530	-0.03155758	1.14179400
-9.96964730	-0.03155758	1.14179400
-9.96943930	-0.03155758	1.14179400
-9.96923130	-0.03155758	1.14179400
-9.96902330	-0.03155758	1.14179400
-9.96881530	-0.03155758	1.14179400
-9.96860730	-0.03155758	1.14179400
-9.96839930	-0.03155758	1.14179400
-9.96819130	-0.03155758	1.14179400
-9.96798330	-0.04736713	1.14179400
-9.96777530	-0.03155758	1.14179400
-9.96756730	-0.03155758	1.14179400
-9.96735930	-0.03155758	1.14179400
-9.96715130	-0.04736713	1.14179400
-9.96694330	-0.04736713	1.14179400
-9.96673530	-0.04736713	1.14179400
-9.96652730	-0.03155758	1.14179400
-9.96631930	-0.04736713	1.14179400
-9.96611130	-0.04736713	1.14179400
-9.96590330	-0.04736713	1.14179400
-9.96569530	-0.04736713	1.14179400
-9.96548730	-0.04736713	1.14179400
-9.96527930	-0.04736713	1.14179400
-9.96507130	-0.04736713	1.12592300
-9.96486330	-0.04736713	1.14179400
-9.96465530	-0.04736713	1.12592300
-9.96444730	-0.04736713	1.14179400
-9.96423930	-0.04736713	1.12592300
-9.96403130	-0.04736713	1.14179400
-9.96382330	-0.04736713	1.14179400
-9.96361530	-0.04736713	1.14179400
-9.96340730	-0.04736713	1.14179400
-9.96319930	-0.04736713	1.14179400
-9.96299130	-0.04736713	1.14179400
-9.96278330	-0.04736713	1.12592300
-9.96257530	-0.04736713	1.14179400
-9.96236730	-0.04736713	1.14179400
-9.96215930	-0.04736713	1.12592300
-9.96195130	-0.04736713	1.14179400
-9.96174330	-0.04736713	1.12592300
-9.96153530	-0.04736713	1.14179400
-9.96132730	-0.04736713	1.14179400
-9.96111930	-0.04736713	1.14179400
-9.96091130	-0.04736713	1.12592300
-9.96070330	-0.04736713	1.12592300
-9.96049530	-0.04736713	1.14179400
-9.96028730	-0.04736713	1.14179400
-9.96007930	-0.04736713	1.14179400
-9.95987130	-0.04736713	1.12592300
-9.95966330	-0.04736713	1.12592300
-9.95945530	-0.04736713	1.12592300
-9.95924730	-0.04736713	1.14179400
-9.95903930	-0.04736713	1.12592300
-9.95883130	-0.04736713	1.12592300
-9.95862330	-0.04736713	1.12592300
-9.95841530	-0.04736713	1.14179400
-9.95820730	-0.04736713	1.14179400
-9.95799930	-0.04736713	1.12592300
-9.95779130	-0.04736713	1.12592300
-9.95758330	-0.04736713	1.12592300
-9.95737530	-0.04736713	1.12592300
-9.95716730	-0.04736713	1.14179400
-9.95695930	-0.04736713	1.12592300
-9.95675130	-0.04736713	1.12592300
-9.95654330	-0.04736713	1.12592300
-9.95633530	-0.04736713	1.12592300
-9.95612730	-0.04736713	1.12592300
-9.95591930	-0.04736713	1.12592300
-9.95571130	-0.04736713	1.12592300
-9.95550330	-0.04736713	1.12592300
-9.95529530	-0.04736713	1.12592300
-9.95508730	-0.04736713	1.12592300
-9.95487930	-0.04736713	1.12592300
-9.95467130	-0.04736713	1.12592300
-9.95446330	-0.04736713	1.12592300
-9.95425530	-0.04736713	1.12592300
-9.95404730	-0.04736713	1.14179400
-9.95383930	-0.04736713	1.12592300
-9.95363130	-0.04736713	1.12592300
-9.95342330	-0.04736713	1.12592300
-9.95321530	-0.04736713	1.12592300
-9.95300730	-0.04736713	1.12592300
-9.95279930	-0.04736713	1.12592300
-9.95259130	-0.06311516	1.09418100
-9.95238330	-0.04736713	1.12592300
-9.95217530	-0.04736713	1.12592300
-9.95196730	-0.04736713	1.12592300
-9.95175930	-0.04736713	1.12592300
-9.95155130	-0.04736713	1.12592300
-9.95134330	-0.04736713	1.12592300
-9.95113530	-0.04736713	1.12592300
-9.95092730	-0.04736713	1.12592300
-9.95071930	-0.04736713	1.12592300
-9.95051130	-0.04736713	1.12592300
-9.95030330	-0.04736713	1.12592300
-9.95009530	-0.04736713	1.12592300
-9.94988730	-0.04736713	1.12592300
-9.94967930	-0.04736713	1.12592300
-9.94947130	-0.04736713	1.12592300
-9.94926330	-0.06311516	1.12592300
-9.94905530	-0.04736713	1.12592300
-9.94884730	-0.04736713	1.12592300
-9.94863930	-0.04736713	1.12592300
-9.94843130	-0.04736713	1.12592300
-9.94822330	-0.04736713	1.12592300
-9.94801530	-0.04736713	1.12592300
-9.94780730	-0.04736713	1.12592300
-9.94759930	-0.06311516	1.12592300
-9.94739130	-0.04736713	1.12592300
-9.94718330	-0.06311516	1.12592300
-9.94697530	-0.06311516	1.12592300
-9.94676730	-0.04736713	1.12592300
-9.94655930	-0.04736713	1.12592300
-9.94635130	-0.04736713	1.12592300
-9.94614330	-0.06311516	1.12592300
-9.94593530	-0.04736713	1.12592300
-9.94572730	-0.04736713	1.12592300
-9.94551930	-0.06311516	1.12592300
-9.94531130	-0.04736713	1.12592300
-9.94510330	-0.06311516	1.12592300
-9.94489530	-0.06311516	1.12592300
-9.94468730	-0.06311516	1.12592300
-9.94447930	-0.04736713	1.12592300
-9.94427130	-0.04736713	1.12592300
-9.94406330	-0.04736713	1.12592300
-9.94385530	-0.06311516	1.12592300
-9.94364730	-0.06311516	1.12592300
-9.94343930	-0.06311516	1.12592300
-9.94323130	-0.06311516	1.11005200
-9.94302330	-0.04736713	1.12592300
-9.94281530	-0.06311516	1.12592300
-9.94260730	-0.06311516	1.12592300
-9.94239930	-0.06311516	1.12592300
-9.94219130	-0.04736713	1.11005200
-9.94198330	-0.06311516	1.11005200
-9.94177530	-0.06311516	1.12592300
-9.94156730	-0.06311516	1.12592300
-9.94135930	-0.06311516	1.12592300
-9.94115130	-0.04736713	1.12592300
-9.94094330	-0.07892471	1.06250000
-9.94073530	-0.06311516	1.12592300
-9.94052730	-0.04736713	1.12592300
-9.94031930	-0.06311516	1.12592300
-9.94011130	-0.06311516	1.12592300
-9.93990330	-0.06311516	1.12592300
-9.93969530	-0.06311516	1.12592300
-9.93948730	-0.06311516	1.12592300
-9.93927930	-0.06311516	1.12592300
-9.93907130	-0.06311516	1.11005200
-9.93886330	-0.06311516	1.11005200
-9.93865530	-0.06311516	1.12592300
-9.93844730	-0.06311516	1.12592300
-9.93823930	-0.06311516	1.11005200
-9.93803130	-0.06311516	1.11005200
-9.93782330	-0.06311516	1.11005200
-9.93761530	-0.06311516	1.12592300
-9.93740730	-0.06311516	1.12592300
-9.93719930	-0.06311516	1.11005200
-9.93699130	-0.06311516	1.11005200
-9.93678330	-0.06311516	1.11005200
-9.93657530	-0.06311516	1.12592300
-9.93636730	-0.06311516	1.11005200
-9.93615930	-0.06311516	1.11005200
-9.93595130	-0.06311516	1.11005200
-9.93574330	-0.06311516	1.11005200
-9.93553530	-0.06311516	1.11005200
-9.93532730	-0.06311516	1.11005200
-9.93511930	-0.06311516	1.11005200
-9.93491130	-0.06311516	1.11005200
-9.93470330	-0.06311516	1.11005200
-9.93449530	-0.06311516	1.11005200
-9.93428730	-0.06311516	1.11005200
-9.93407930	-0.06311516	1.11005200
-9.93387130	-0.06311516	1.11005200
-9.93366330	-0.06311516	1.12592300
-9.93345530	-0.06311516	1.11005200
-9.93324730	-0.06311516	1.12592300
-9.93303930	-0.06311516	1.11005200
-9.93283130	-0.06311516	1.11005200
-9.93262330	-0.06311516	1.11005200
-9.93241530	-0.06311516	1.11005200
-9.93220730	-0.06311516	1.11005200
-9.93199930	-0.06311516	1.11005200
-9.93179130	-0.06311516	1.11005200
-9.93158330	-0.06311516	1.11005200
-9.93137530	-0.06311516	1.11005200
-9.93116730	-0.06311516	1.11005200
-9.93095930	-0.06311516	1.11005200
-9.93075130	-0.06311516	1.11005200
-9.93054330	-0.06311516	1.11005200
-9.93033530	-0.06311516	1.11005200
-9.93012730	-0.06311516	1.12592300
-9.92991930	-0.06311516	1.11005200
-9.92971130	-0.06311516	1.11005200
-9.92950330	-0.06311516	1.11005200
-9.92929530	-0.06311516	1.11005200
-9.92908730	-0.06311516	1.11005200
-9.92887930	-0.06311516	1.11005200
-9.92867130	-0.06311516	1.11005200
-9.92846330	-0.06311516	1.11005200
-9.92825530	-0.06311516	1.11005200
-9.92804730	-0.06311516	1.11005200
-9.92783930	-0.06311516	1.11005200
-9.92763130	-0.06311516	1.11005200
-9.92742330	-0.06311516	1.11005200
-9.92721530	-0.06311516	1.11005200
-9.92700730	-0.06311516	1.11005200
-9.92679930	-0.06311516	1.11005200
-9.92659130	-0.06311516	1.11005200
-9.92638330	-0.06311516	1.11005200
-9.92617530	-0.06311516	1.11005200
-9.92596730	-0.06311516	1.11005200
-9.92575930	-0.06311516	1.11005200
-9.92555130	-0.06311516	1.11005200
-9.92534330	-0.06311516	1.11005200
-9.92513530	-0.06311516	1.11005200
-9.92492730	-0.06311516	1.11005200
-9.92471930	-0.06311516	1.11005200
-9.92451130	-0.06311516	1.11005200
-9.92430330	-0.07892471	1.11005200
-9.92409530	-0.07892471	1.11005200
-9.92388730	-0.06311516	1.11005200
-9.92367930	-0.06311516	1.11005200
-9.92347130	-0.06311516	1.11005200
-9.92326330	-0.06311516	1.11005200
-9.92305530	-0.06311516	1.11005200
-9.92284730	-0.07892471	1.11005200
-9.92263930	-0.07892471	1.11005200
-9.92243130	-0.06311516	1.09418100
-9.92222330	-0.06311516	1.11005200
-9.92201530	-0.06311516	1.11005200
-9.92180730	-0.06311516	1.11005200
-9.92159930	-0.07892471	1.11005200
-9.92139130	-0.06311516	1.09418100
-9.92118330	-0.06311516	1.11005200
-9.92097530	-0.06311516	1.11005200
-9.92076730	-0.07892471	1.11005200
-9.92055930	-0.06311516	1.11005200
-9.92035130	-0.07892471	1.11005200
-9.92014330	-0.07892471	1.11005200
-9.91993530	-0.07892471	1.11005200
-9.91972730	-0.06311516	1.11005200
-9.91951930	-0.06311516	1.11005200
-9.91931130	-0.07892471	1.09418100
-9.91910330	-0.07892471	1.09418100
-9.91889530	-0.07892471	1.11005200
-9.91868730	-0.07892471	1.11005200
-9.91847930	-0.07892471	1.11005200
-9.91827130	-0.06311516	1.11005200
-9.91806330	-0.07892471	1.09418100
-9.91785530	-0.07892471	1.11005200
-9.91764730	-0.07892471	1.09418100
-9.91743930	-0.07892471	1.09418100
-9.91723130	-0.07892471	1.09418100
-9.91702330	-0.07892471	1.09418100
-9.91681530	-0.07892471	1.09418100
-9.91660730	-0.07892471	1.09418100
-9.91639930	-0.07892471	1.09418100
-9.91619130	-0.07892471	1.09418100
-9.91598330	-0.07892471	1.09418100
-9.91577530	-0.07892471	1.09418100
-9.91556730	-0.07892471	1.09418100
-9.91535930	-0.07892471	1.09418100
-9.91515130	-0.07892471	1.09418100
-9.91494330	-0.07892471	1.09418100
-9.91473530	-0.07892471	1.09418100
-9.91452730	-0.07892471	1.11005200
-9.91431930	-0.07892471	1.09418100
-9.91411130	-0.07892471	1.09418100
-9.91390330	-0.07892471	1.09418100
-9.91369530	-0.07892471	1.09418100
-9.91348730	-0.07892471	1.09418100
-9.91327930	-0.07892471	1.09418100
-9.91307130	-0.07892471	1.09418100
-9.91286330	-0.07892471	1.09418100
-9.91265530	-0.07892471	1.09418100
-9.91244730	-0.07892471	1.09418100
-9.91223930	-0.07892471	1.09418100
-9.91203130	-0.07892471	1.09418100
-9.91182330	-0.07892471	1.09418100
-9.91161530	-0.07892471	1.09418100
-9.91140730	-0.07892471	1.09418100
-9.91119930	-0.07892471	1.09418100
-9.91099130	-0.07892471	1.09418100
-9.91078330	-0.07892471	1.09418100
-9.91057530	-0.07892471	1.09418100
-9.91036730	-0.07892471	1.09418100
-9.91015930	-0.07892471	1.09418100
-9.90995130	-0.07892471	1.09418100
-9.90974330	-0.07892471	1.09418100
-9.90953530	-0.07892471	1.09418100
-9.90932730	-0.07892471	1.09418100
-9.90911930	-0.07892471	1.09418100
-9.90891130	-0.07892471	1.07837100
-9.90870330	-0.07892471	1.09418100
-9.90849530	-0.07892471	1.09418100
-9.90828730	-0.07892471	1.09418100
-9.90807930	-0.07892471	1.09418100
-9.90787130	-0.07892471	1.09418100
-9.90766330	-0.07892471	1.09418100
-9.90745530	-0.07892471	1.09418100
-9.90724730	-0.07892471	1.09418100
-9.90703930	-0.07892471	1.09418100
-9.90683130	-0.07892471	1.07837100
-9.90662330	-0.07892471	1.07837100
-9.90641530	-0.07892471	1.09418100
-9.90620730	-0.07892471	1.09418100
-9.90599930	-0.07892471	1.09418100
-9.90579130	-0.07892471	1.09418100
-9.90558330	-0.07892471	1.07837100
-9.90537530	-0.07892471	1.09418100
-9.90516730	-0.07892471	1.09418100
-9.90495930	-0.07892471	1.09418100
-9.90475130	-0.07892471	1.09418100
-9.90454330	-0.07892471	1.09418100
-9.90433530	-0.07892471	1.09418100
-9.90412730	-0.07892471	1.07837100
-9.90391930	-0.07892471	1.09418100
-9.90371130	-0.07892471	1.07837100
-9.90350330	-0.07892471	1.07837100
-9.90329530	-0.07892471	1.07837100
-9.90308730	-0.07892471	1.09418100
-9.90287930	-0.07892471	1.09418100
-9.90267130	-0.07892471	1.09418100
-9.90246330	-0.07892471	1.07837100
-9.90225530	-0.07892471	1.09418100
-9.90204730	-0.07892471	1.09418100
-9.90183930	-0.09473425	1.09418100
-9.90163130	-0.07892471	1.07837100
-9.90142330	-0.07892471	1.07837100
-9.90121530	-0.07892471	1.09418100
-9.90100730	-0.07892471	1.09418100
-9.90079930	-0.09473425	1.09418100
-9.90059130	-0.07892471	1.07837100
-9.90038330	-0.07892471	1.09418100
-9.90017530	-0.07892471	1.07837100
-9.89996730	-0.07892471	1.09418100
-9.89975930	-0.09473425	1.07837100
-9.89955130	-0.09473425	1.07837100
-9.89934330	-0.07892471	1.07837100
-9.89913530	-0.07892471	1.07837100
-9.89892730	-0.07892471	1.07837100
-9.89871930	-0.09473425	1.07837100
-9.89851130	-0.07892471	1.07837100
-9.89830330	-0.09473425	1.07837100
-9.89809530	-0.09473425	1.07837100
-9.89788730	-0.09473425	1.07837100
-9.89767930	-0.09473425	1.07837100
-9.89747130	-0.09473425	1.07837100
-9.89726330	-0.09473425	1.07837100
-9.89705530	-0.09473425	1.07837100
-9.89684730	-0.09473425	1.09418100
-9.89663930	-0.07892471	1.07837100
-9.89643130	-0.09473425	1.07837100
-9.89622330	-0.09473425	1.07837100
-9.89601530	-0.07892471	1.07837100
-9.89580730	-0.09473425	1.07837100
-9.89559930	-0.09473425	1.07837100
-9.89539130	-0.09473425	1.07837100
-9.89518330	-0.09473425	1.07837100
-9.89497530	-0.07892471	1.07837100
-9.89476730	-0.09473425	1.07837100
-9.89455930	-0.09473425	1.07837100
-9.89435130	-0.09473425	1.07837100
-9.89414330	-0.09473425	1.07837100
-9.89393530	-0.09473425	1.07837100
-9.89372730	-0.09473425	1.07837100
-9.89351930	-0.09473425	1.07837100
-9.89331130	-0.09473425	1.07837100
-9.89310330	-0.09473425	1.07837100
-9.89289530	-0.09473425	1.07837100
-9.89268730	-0.09473425	1.07837100
-9.89247930	-0.09473425	1.07837100
-9.89227130	-0.09473425	1.07837100
-9.89206330	-0.09473425	1.07837100
-9.89185530	-0.09473425	1.07837100
-9.89164730	-0.09473425	1.07837100
-9.89143930	-0.09473425	1.07837100
-9.89123130	-0.09473425	1.07837100
-9.89102330	-0.09473425	1.07837100
-9.89081530	-0.09473425	1.07837100
-9.89060730	-0.09473425	1.07837100
-9.89039930	-0.09473425	1.07837100
-9.89019130	-0.09473425	1.07837100
-9.88998330	-0.09473425	1.07837100
-9.88977530	-0.09473425	1.07837100
-9.88956730	-0.09473425	1.07837100
-9.88935930	-0.09473425	1.07837100
-9.88915130	-0.09473425	1.07837100
-9.88894330	-0.09473425	1.07837100
-9.88873530	-0.09473425	1.07837100
-9.88852730	-0.09473425	1.07837100
-9.88831930	-0.09473425	1.07837100
-9.88811130	-0.09473425	1.07837100
-9.88790330	-0.09473425	1.07837100
-9.88769530	-0.09473425	1.07837100
-9.88748730	-0.09473425	1.07837100
-9.88727930	-0.09473425	1.07837100
-9.88707130	-0.09473425	1.07837100
-9.88686330	-0.07892471	1.12592300
-9.88665530	-0.09473425	1.07837100
-9.88644730	-0.09473425	1.07837100
-9.88623930	-0.09473425	1.07837100
-9.88603130	-0.09473425	1.07837100
-9.88582330	-0.09473425	1.07837100
-9.88561530	-0.09473425	1.07837100
-9.88540730	-0.09473425	1.07837100
-9.88519930	-0.09473425	1.07837100
-9.88499130	-0.09473425	1.07837100
-9.88478330	-0.09473425	1.07837100
-9.88457530	-0.09473425	1.07837100
-9.88436730	-0.09473425	1.06250000
-9.88415930	-0.09473425	1.06250000
-9.88395130	-0.09473425	1.06250000
-9.88374330	-0.09473425	1.06250000
-9.88353530	-0.09473425	1.07837100
-9.88332730	-0.09473425	1.07837100
-9.88311930	-0.09473425	1.07837100
-9.88291130	-0.09473425	1.06250000
-9.88270330	-0.09473425	1.06250000
-9.88249530	-0.09473425	1.07837100
-9.88228730	-0.09473425	1.07837100
-9.88207930	-0.09473425	1.07837100
-9.88187130	-0.09473425	1.06250000
-9.88166330	-0.09473425	1.06250000
-9.88145530	-0.09473425	1.06250000
-9.88124730	-0.09473425	1.06250000
-9.88103930	-0.09473425	1.06250000
-9.88083130	-0.09473425	1.06250000
-9.88062330	-0.11048230	1.06250000
-9.88041530	-0.09473425	1.06250000
-9.88020730	-0.09473425	1.06250000
-9.87999930	-0.09473425	1.06250000
-9.87979130	-0.09473425	1.06250000
-9.87958330	-0.09473425	1.06250000
-9.87937530	-0.11048230	1.06250000
-9.87916730	-0.09473425	1.07837100
-9.87895930	-0.09473425	1.06250000
-9.87875130	-0.09473425	1.06250000
-9.87854330	-0.09473425	1.06250000
-9.87833530	-0.09473425	1.07837100
-9.87812730	-0.09473425	1.06250000
-9.87791930	-0.09473425	1.06250000
-9.87771130	-0.09473425	1.06250000
-9.87750330	-0.09473425	1.06250000
-9.87729530	-0.09473425	1.06250000
-9.87708730	-0.11048230	1.06250000
-9.87687930	-0.11048230	1.06250000
-9.87667130	-0.11048230	1.04662900
-9.87646330	-0.09473425	1.06250000
-9.87625530	-0.09473425	1.06250000
-9.87604730	-0.09473425	1.06250000
-9.87583930	-0.09473425	1.06250000
-9.87563130	-0.11048230	1.06250000
-9.87542330	-0.11048230	1.06250000
-9.87521530	-0.11048230	1.06250000
-9.87500730	-0.09473425	1.06250000
-9.87479930	-0.11048230	1.06250000
-9.87459130	-0.09473425	1.06250000
-9.87438330	-0.11048230	1.06250000
-9.87417530	-0.11048230	1.06250000
-9.87396730	-0.11048230	1.06250000
-9.87375930	-0.11048230	1.06250000
-9.87355130	-0.11048230	1.06250000
-9.87334330	-0.11048230	1.06250000
-9.87313530	-0.11048230	1.06250000
-9.87292730	-0.11048230	1.06250000
-9.87271930	-0.09473425	1.06250000
-9.87251130	-0.11048230	1.06250000
-9.87230330	-0.11048230	1.06250000
-9.87209530	-0.09473425	1.06250000
-9.87188730	-0.11048230	1.06250000
-9.87167930	-0.11048230	1.06250000
-9.87147130	-0.11048230	1.06250000
-9.87126330	-0.11048230	1.06250000
-9.87105530	-0.11048230	1.06250000
-9.87084730	-0.11048230	1.06250000
-9.87063930	-0.11048230	1.06250000
-9.87043130	-0.11048230	1.06250000
-9.87022330	-0.11048230	1.06250000
-9.87001530	-0.11048230	1.06250000
-9.86980730	-0.09473425	1.06250000
-9.86959930	-0.11048230	1.06250000
-9.86939130	-0.11048230	1.06250000
-9.86918330	-0.11048230	1.06250000
-9.86897530	-0.11048230	1.06250000
-9.86876730	-0.11048230	1.06250000
-9.86855930	-0.11048230	1.06250000
-9.86835130	-0.11048230	1.06250000
-9.86814330	-0.11048230	1.06250000
-9.86793530	-0.11048230	1.06250000
-9.86772730	-0.11048230	1.06250000
-9.86751930	-0.11048230	1.06250000
-9.86731130	-0.11048230	1.04662900
-9.86710330	-0.11048230	1.04662900
-9.86689530	-0.11048230	1.06250000
-9.86668730	-0.11048230	1.06250000
-9.86647930	-0.11048230	1.06250000
-9.86627130	-0.11048230	1.06250000
-9.86606330	-0.11048230	1.06250000
-9.86585530	-0.11048230	1.06250000
-9.86564730	-0.11048230	1.06250000
-9.86543930	-0.11048230	1.04662900
-9.86523130	-0.11048230	1.04662900
-9.86502330	-0.11048230	1.04662900
-9.86481530	-0.11048230	1.04662900
-9.86460730	-0.11048230	1.06250000
-9.86439930	-0.11048230	1.06250000
-9.86419130	-0.11048230	1.04662900
-9.86398330	-0.11048230	1.04662900
-9.86377530	-0.11048230	1.06250000
-9.86356730	-0.11048230	1.04662900
-9.86335930	-0.11048230	1.04662900
-9.86315130	-0.11048230	1.06250000
-9.86294330	-0.11048230	1.04662900
-9.86273530	-0.11048230	1.04662900
-9.86252730	-0.11048230	1.04662900
-9.86231930	-0.11048230	1.04662900
-9.86211130	-0.11048230	1.04662900
-9.86190330	-0.11048230	1.04662900
-9.86169530	-0.11048230	1.04662900
-9.86148730	-0.11048230	1.04662900
-9.86127930	-0.11048230	1.06250000
-9.86107130	-0.11048230	1.04662900
-9.86086330	-0.11048230	1.04662900
-9.86065530	-0.11048230	1.06250000
-9.86044730	-0.11048230	1.04662900
-9.86023930	-0.11048230	1.04662900
-9.86003130	-0.11048230	1.04662900
-9.85982330	-0.11048230	1.04662900
-9.85961530	-0.11048230	1.04662900
-9.85940730	-0.11048230	1.06250000
-9.85919930	-0.11048230	1.04662900
-9.85899130	-0.11048230	1.04662900
-9.85878330	-0.11048230	1.04662900
-9.85857530	-0.11048230	1.04662900
-9.85836730	-0.11048230	1.04662900
-9.85815930	-0.11048230	1.04662900
-9.85795130	-0.11048230	1.04662900
-9.85774330	-0.11048230	1.04662900
-9.85753530	-0.11048230	1.04662900
-9.85732730	-0.11048230	1.04662900
-9.85711930	-0.11048230	1.04662900
-9.85691130	-0.11048230	1.04662900
-9.85670330	-0.11048230	1.04662900
-9.85649530	-0.11048230	1.04662900
-9.85628730	-0.11048230	1.04662900
-9.85607930	-0.11048230	1.04662900
-9.85587130	-0.11048230	1.04662900
-9.85566330	-0.11048230	1.03075800
-9.85545530	-0.11048230	1.04662900
