MIN=0	0	0	-1	0	0	
MAX=7,071067812	2,1	21	1	21	5	
SCALE=1	1	10	0,5	10	1	
DEC=1	3	2	2	2	3	
DEF="Zeit" t / s	"Strom" I_A1 / A	"Spannung" U_B1 / V	"Leistungsfaktor" cos&j_1	"Spannung" U_B2 / V	"Frequenz" f / Hz	
0   0,01920937271   20,9265107  0,1906413738    19,51660831 NAN	
0,1	0,01932614809	20,91819782	0,1909005015	19,51073935	NAN	
0,2	0,01920937271	20,91812253	0,1904938423	19,51309176	NAN	
0,3	0,01920937271	20,92317734	0,1882085757	19,50747549	NAN	
0,4	0,01932614809	20,92349995	0,1887377296	19,50925165	NAN	
0,5	0,01920937271	20,91815479	0,1907175268	19,51230765	NAN	
0,6	0,01932614809	20,9188862	0,1896698251	19,51598576	NAN	
0,7	0,01920937271	20,92568278	0,1902011209	19,51717321	NAN	
0,8	0,01920937271	20,92889749	0,1888287258	19,51339156	NAN	
0,9	0,01932614809	20,9260161	0,1914968021	19,51558224	NAN	
1	0,01920937271	20,92514516	0,1912135734	19,51587046	NAN	
1,1	0,01920937271	20,92162876	0,1906858588	19,51388736	NAN	
1,2	0,01920937271	20,92473656	0,1936802937	19,51674666	NAN	
1,3	0,01920937271	20,91585284	0,1911865227	19,51043951	NAN	
1,4	0,01932614809	20,91811177	0,1906786614	19,50970143	NAN	
1,5	0,01920937271	20,91848823	0,1901545499	19,50575684	NAN	
1,612	0,01920937271	20,92361823	0,1918992869	19,50890566	NAN	
1,706	0,01932614809	20,91917661	0,1888880428	19,51102765	NAN	
1,8	0,01932614809	20,91386263	0,1892700431	19,51225	NAN	
1,913	0,01920937271	20,91883242	0,1882476673	19,51091233	NAN	
2,007	0,01932614809	20,91904754	0,1913379781	19,50666809	NAN	
2,101	0,01920937271	20,91986496	0,1899180759	19,50869806	NAN	
2,202	0,01920937271	20,91786437	0,1882563791	19,5097591	NAN	
2,302	0,01932614809	20,9239946	0,1895122376	19,51554765	NAN	
2,411	0,01920937271	20,92512366	0,1927810959	19,51550153	NAN	
2,5	0,01932614809	20,92131688	0,1906494498	19,51448693	NAN	
2,6	0,01932614809	20,91789664	0,1875638347	19,51026653	NAN	
2,7	0,01932614809	20,91777832	0,1921768444	19,50478787	NAN	
2,8	0,01920937271	20,92545698	0,1903151234	19,50997822	NAN	
2,9	0,01920937271	20,91691779	0,1898328394	19,51229612	NAN	
3	0,01920937271	20,91691779	0,1858162586	19,51135054	NAN	
3,1	0,01932614809	20,91413159	0,1907613338	19,51011661	NAN	
3,2	0,01932614809	20,92125235	0,1907613338	19,50927472	NAN	
3,3	0,01920937271	20,92344618	0,193804199	19,5116273	NAN	
3,4	0,01920937271	20,92086518	0,1934921846	19,50960917	NAN	
3,5	0,01920937271	20,91742336	0,1884843344	19,50960917	NAN	
3,6	0,01920937271	20,92319885	0,1911193983	19,51491353	NAN	
3,7	0,01920937271	20,9194455	0,1942891915	19,51165037	NAN	
3,81	0,01920937271	20,91205514	0,191109221	19,50601061	NAN	
3,903	0,01920937271	20,91589587	0,1897301131	19,50601061	NAN	
4,013	0,01920937271	20,92191913	0,1905712433	19,51326472	NAN	
4,107	0,01932614809	20,9220912	0,1885278548	19,51326472	NAN	
4,201	0,01920937271	20,91712217	0,1906149473	19,5144754	NAN	
4,31	0,01920937271	20,92169329	0,1886698069	19,51635468	NAN	
4,404	0,01932614809	20,92546774	0,1891650753	19,5125844	NAN	
4,506	0,01920937271	20,92161801	0,1910218686	19,50793685	NAN	
4,615	0,01920937271	20,91705763	0,192855436	19,51038185	NAN	
4,712	0,01920937271	20,91614329	0,1901758685	19,51182334	NAN	
4,806	0,01932614809	20,9227687	0,1887443259	19,51312635	NAN	
4,9	0,01932614809	20,92199441	0,1887513111	19,51603187	NAN	
5	0,01920937271	20,91841294	0,1890353567	19,51034725	NAN	
5,1	0,01920937271	20,9134538	0,1928886691	19,50406112	NAN	
5,2	0,01932614809	20,92074688	0,189986852	19,50554921	NAN	
5,3	0,01932614809	20,91759546	0,1902381061	19,5067373	NAN	
5,4	0,01920937271	20,91178615	0,1912237025	19,51041645	NAN	
5,5	0,01920937271	20,90903154	0,1936016931	19,50783304	NAN	
5,6	0,01920937271	20,91196906	0,1885334952	19,49636505	NAN	
5,7	0,01920937271	20,91289435	0,1894212922	19,50047307	NAN	
5,8	0,01932614809	20,90715906	0,1887738746	19,49874227	NAN	
5,9	0,01920937271	20,91097917	0,1911190544	19,50451102	NAN	
6	0,01920937271	20,91689628	0,1899450305	19,5076139	NAN	
6,1	0,01920937271	20,9147448	0,1888444959	19,50579145	NAN	
6,2	0,01932614809	20,9114526	0,1886237674	19,50083075	NAN	
6,3	0,01932614809	20,91490617	0,1894832591	19,50439566	NAN	
6,4	0,01920937271	20,91788589	0,1937437245	19,50346123	NAN	
6,5	0,01920937271	20,9125393	0,1900966235	19,50449948	NAN	
6,6	0,01920937271	20,90768639	0,190588928	19,50769464	NAN	
6,7	0,01920937271	20,90481284	0,1920719142	19,50387654	NAN	
