Messpunkt Versuch 29: Molw�rme von Silicium
Beginn der Aufnahme: Do, 4. Jul 2024, 14:51:19
Temperaturverh�ltnisse zu Messbeginn
Schildtemperatur / �C = -152,178
Schilddrift / K/min   =   0,558
Probentemperatur / �C = -160,037
Probendrift / K/min   =   0,300
t / s	T_Probe / C
0,0000	-160,28
0,36000	-160,28
0,72100	-160,16
1,0800	-159,97
1,4410	-159,97
1,8000	-160,28
2,1590	-160,28
2,5220	-160,13
3,0120	-159,94
3,3950	-160,20
3,7670	-160,25
4,1400	-159,92
4,5110	-159,92
4,8830	-160,18
5,2560	-159,99
5,6280	-159,99
6,0000	-160,16
6,3710	-160,16
6,7430	-160,16
7,1160	-159,94
7,4880	-159,94
7,8590	-160,18
8,2310	-159,99
8,6030	-159,99
8,9750	-159,99
9,3470	-159,99
9,7200	-160,11
10,091	-159,99
10,463	-159,99
10,835	-160,23
11,207	-159,99
11,579	-159,99
11,951	-159,85
12,346	-159,85
12,719	-160,16
13,091	-159,97
13,463	-159,97
13,835	-160,18
14,207	-159,99
14,579	-159,99
14,950	-159,82
15,310	-159,82
15,685	-160,11
16,045	-159,87
16,405	-159,87
16,756	-159,99
17,124	-159,99
17,477	-160,13
17,846	-159,89
18,336	-159,89
18,695	-159,94
19,044	-159,87
19,405	-159,87
19,756	-159,94
20,124	-159,94
20,476	-160,11
20,844	-159,87
21,204	-159,87
21,695	-159,97
22,056	-160,11
22,416	-160,11
22,775	-160,04
23,254	-160,06
23,614	-160,06
23,975	-159,97
24,335	-159,97
24,694	-160,06
25,069	-159,89
25,429	-159,89
25,786	-160,06
26,193	-160,06
26,566	-160,01
26,938	-159,77
27,310	-159,77
27,681	-160,04
28,046	-159,82
28,414	-159,82
28,776	-159,89
29,137	-159,89
29,495	-160,01
29,856	-159,87
30,216	-159,87
30,567	-160,01
30,927	-160,01
31,294	-160,01
31,654	-159,85
32,015	-159,85
32,375	-159,97
32,735	-159,97
33,094	-160,04
33,454	-159,85
33,814	-159,85
34,175	-159,92
34,654	-160,01
35,014	-160,01
35,507	-159,89
35,865	-160,01
36,237	-160,01
36,610	-159,99
36,981	-159,99
37,354	-159,99
37,714	-159,77
38,074	-159,77
38,435	-159,94
38,805	-159,82
39,177	-159,82
39,530	-159,68
40,017	-160,01
40,389	-160,01
40,763	-159,66
41,147	-159,66
41,506	-159,94
41,877	-159,77
42,249	-159,77
42,621	-160,01
43,004	-159,82
43,376	-159,82
43,750	-159,61
44,146	-159,61
44,517	-159,92
44,888	-159,77
45,260	-159,77
45,633	-159,92
45,981	-159,77
46,352	-159,77
46,725	-159,68
47,097	-159,68
47,469	-159,92
47,840	-159,77
48,212	-159,77
48,585	-159,75
48,957	-159,75
49,328	-159,85
49,701	-159,70
50,073	-159,70
50,444	-159,82
50,816	-159,58
51,189	-159,58
51,561	-159,54
51,957	-159,54
52,328	-159,77
52,701	-159,49
53,073	-159,49
53,444	-159,73
53,818	-159,51
54,190	-159,51
54,552	-159,39
54,911	-159,39
55,270	-159,68
55,761	-159,49
56,133	-159,49
56,506	-159,66
56,866	-159,46
57,226	-159,46
57,585	-159,63
57,957	-159,63
58,329	-159,56
58,700	-159,35
59,071	-159,35
59,434	-159,51
59,924	-159,35
60,296	-159,35
60,669	-159,44
61,041	-159,32
61,412	-159,32
61,785	-159,27
62,157	-159,27
62,519	-159,39
62,883	-159,16
63,243	-159,16
63,609	-159,32
64,053	-159,23
64,425	-159,23
64,786	-159,23
65,145	-159,23
65,505	-159,25
65,866	-159,04
66,225	-159,04
66,585	-159,20
66,969	-159,20
67,341	-159,13
67,702	-158,92
68,063	-158,92
68,422	-159,16
68,805	-158,96
69,166	-158,96
69,522	-158,77
69,894	-158,77
70,269	-158,96
70,625	-158,82
70,998	-158,82
71,358	-158,75
71,731	-158,75
72,101	-158,82
72,474	-158,58
72,846	-158,58
73,217	-158,87
73,601	-158,63
73,974	-158,63
74,346	-158,42
74,743	-158,42
75,116	-158,70
75,476	-158,46
75,836	-158,46
76,206	-158,65
76,580	-158,44
76,950	-158,58
77,323	-158,32
77,695	-158,32
78,067	-158,46
78,559	-158,27
78,931	-158,27
79,301	-158,39
79,687	-158,11
80,047	-158,11
80,407	-158,34
80,767	-158,34
81,129	-158,20
81,489	-157,96
81,845	-157,96
82,206	-158,23
82,585	-158,20
82,943	-158,11
83,312	-157,77
83,664	-157,77
84,044	-158,03
84,396	-157,84
84,764	-157,84
85,116	-157,70
85,484	-157,70
85,842	-157,91
86,200	-157,60
86,695	-157,60
87,067	-157,58
87,439	-157,65
87,810	-157,65
88,171	-157,63
88,531	-157,63
88,893	-157,75
89,251	-157,58
89,611	-157,58
89,971	-157,65
90,330	-157,65
90,691	-157,63
91,050	-157,41
91,411	-157,41
91,773	-157,51
92,133	-157,51
92,493	-157,51
92,852	-157,29
93,211	-157,29
93,570	-157,44
93,930	-157,44
94,283	-157,41
94,651	-157,20
95,010	-157,20
95,371	-157,29
95,723	-157,29
96,083	-157,29
96,444	-157,13
96,813	-157,13
97,173	-157,08
97,537	-157,08
97,904	-157,18
98,275	-156,96
98,635	-156,96
98,996	-157,18
99,355	-157,18
99,718	-157,03
100,08	-156,84
100,44	-156,84
100,80	-157,03
101,16	-157,03
101,52	-156,94
101,87	-156,75
102,23	-156,75
102,59	-156,96
103,08	-156,84
103,44	-156,84
103,80	-156,84
104,16	-156,84
104,50	-156,79
104,86	-156,55
105,22	-156,55
105,58	-156,77
105,97	-156,77
106,32	-156,70
106,69	-156,53
107,05	-156,53
107,41	-156,63
107,81	-156,43
108,17	-156,43
108,65	-156,24
109,03	-156,63
109,39	-156,63
109,74	-156,27
110,14	-156,27
110,51	-156,51
110,90	-156,36
111,27	-156,36
111,64	-156,46
112,01	-156,32
112,37	-156,32
112,73	-156,12
113,09	-156,12
113,45	-156,39
113,81	-156,27
114,17	-156,27
114,54	-156,03
115,02	-156,39
115,39	-156,39
115,77	-156,12
116,14	-156,12
116,51	-156,22
116,88	-156,10
117,26	-156,10
117,63	-156,27
118,00	-156,03
118,37	-156,03
118,74	-155,86
119,12	-155,86
119,47	-156,17
119,84	-155,89
120,19	-155,89
120,56	-155,93
120,92	-155,93
121,28	-156,10
121,64	-155,89
122,00	-155,89
122,36	-155,89
122,84	-156,05
123,21	-156,05
123,58	-155,79
123,95	-155,79
124,32	-155,96
124,69	-155,77
125,07	-155,77
125,44	-155,86
125,93	-155,67
126,30	-155,67
126,68	-155,84
127,05	-155,60
127,41	-155,60
127,78	-155,81
128,16	-155,81
128,52	-155,79
128,88	-155,55
129,36	-155,77
129,73	-155,77
130,11	-155,50
130,46	-155,50
130,96	-155,74
131,33	-155,57
131,82	-155,67
132,19	-155,67
132,57	-155,46
133,06	-155,67
133,43	-155,67
133,81	-155,57
134,18	-155,57
134,55	-155,57
134,92	-155,41
135,28	-155,41
135,64	-155,57
136,00	-155,34
136,36	-155,34
136,72	-155,26
137,08	-155,26
137,44	-155,46
137,80	-155,24
138,16	-155,24
138,52	-155,19
138,88	-155,19
139,24	-155,43
139,60	-155,17
139,96	-155,17
140,31	-155,17
140,67	-155,17
141,17	-155,34
141,53	-155,19
141,90	-155,19
142,28	-155,34
142,63	-155,07
143,00	-155,07
143,49	-155,24
143,86	-155,34
144,42	-155,29
144,79	-155,29
145,17	-155,10
145,55	-155,10
145,91	-155,22
146,28	-155,00
146,65	-155,00
147,03	-155,24
147,39	-155,05
147,75	-155,05
148,11	-154,95
148,47	-154,95
148,83	-155,14
149,18	-154,98
149,67	-154,98
150,04	-154,86
150,41	-154,88
150,77	-154,88
151,13	-154,86
151,50	-154,86
151,87	-155,07
152,38	-154,88
152,74	-154,88
153,10	-155,07
153,46	-154,83
153,82	-154,83
154,44	-155,03
154,79	-155,00
155,25	-154,88
155,61	-154,88
156,11	-154,93
156,47	-154,93
156,84	-154,93
157,34	-154,95
157,70	-154,88
158,06	-154,88
158,55	-154,88
158,92	-154,88
159,54	-154,88
159,90	-154,88
160,26	-154,88
160,77	-154,88
161,13	-154,88
161,49	-154,88
161,86	-154,88
162,23	-154,88
162,60	-154,88
163,05	-154,88
163,42	-154,88
163,91	-154,88
164,28	-154,88
164,80	-154,88
165,17	-154,88
165,54	-154,88
165,92	-154,88
166,28	-154,88
166,91	-154,88
167,28	-154,88
167,80	-154,88
168,16	-154,88
168,52	-154,88
168,89	-154,88
169,38	-154,88
169,75	-154,88
170,13	-154,88
170,62	-154,88
170,98	-154,88
171,35	-154,88
171,84	-154,88
172,20	-154,88
172,65	-154,88
173,16	-154,88
173,54	-154,88
173,87	-154,38
174,23	-154,38
174,59	-154,48
174,95	-154,48
175,31	-154,50
175,67	-154,38
176,03	-154,38
176,39	-154,57
176,84	-154,57
177,22	-154,57
177,58	-154,57
178,09	-154,57
178,48	-154,57
178,84	-154,57
179,20	-154,57
179,70	-154,57
180,06	-154,57
180,43	-154,57
180,93	-154,57
181,28	-154,57
181,78	-154,57
182,15	-154,57
182,52	-154,57
182,89	-154,57
183,26	-154,57
183,88	-154,57
184,24	-154,57
184,60	-154,14
185,23	-154,14
185,60	-154,14
185,98	-154,14
186,34	-154,14
186,71	-154,14
187,08	-154,14
187,45	-154,14
187,83	-154,14
188,19	-154,14
188,57	-154,14
188,94	-154,14
189,42	-154,14
189,78	-154,14
190,14	-154,14
190,63	-154,14
191,00	-154,14
191,38	-154,14
191,89	-154,14
192,25	-154,14
192,61	-154,14
193,01	-154,33
193,50	-154,33
193,86	-153,90
194,22	-154,04
194,58	-154,04
194,93	-153,92
195,30	-153,92
195,66	-154,28
196,01	-153,97
196,37	-153,97
196,73	-154,04
197,11	-154,04
197,47	-154,26
197,83	-154,00
198,19	-154,00
198,55	-154,09
198,91	-154,09
199,28	-154,24
199,63	-153,97
199,99	-153,97
200,35	-154,07
200,71	-154,07
201,07	-154,19
201,43	-153,95
201,79	-153,95
202,15	-154,02
202,51	-154,02
202,88	-154,14
203,25	-153,95
203,62	-153,95
203,98	-154,07
204,36	-154,07
204,72	-154,09
205,08	-153,90
205,44	-153,90
205,94	-154,16
206,29	-153,95
206,66	-153,95
207,03	-154,07
207,53	-153,85
207,90	-153,85
208,27	-154,04
208,64	-153,83
209,00	-153,83
209,36	-154,02
209,72	-154,02
210,08	-154,07
210,44	-153,83
210,80	-153,83
211,16	-154,04
211,52	-154,04
211,88	-154,04
212,24	-153,83
212,60	-153,83
212,96	-154,00
213,32	-154,00
213,68	-154,02
214,04	-153,78
214,40	-153,78
214,76	-153,97
215,12	-153,97
215,48	-154,02
215,84	-153,78
216,20	-153,78
216,56	-153,97
216,93	-153,97
217,30	-153,97
217,66	-153,78
218,02	-153,78
218,39	-153,90
218,74	-153,90
219,11	-153,92
219,47	-153,71
219,83	-153,71
220,19	-153,95
220,55	-153,95
220,91	-153,88
221,27	-153,66
221,63	-153,66
221,99	-153,92
222,50	-153,85
222,87	-153,85
223,25	-153,83
223,62	-153,73
223,99	-153,73
224,36	-153,69
224,72	-153,69
225,08	-153,83
225,46	-153,69
225,82	-153,69
226,17	-153,88
226,55	-153,88
226,92	-153,85
227,29	-153,64
227,66	-153,64
228,15	-153,85
228,53	-153,66
228,90	-153,66
229,26	-153,85
229,63	-153,69
229,99	-153,69
230,35	-153,69
230,71	-153,69
231,07	-153,81
231,44	-153,64
231,92	-153,64
232,29	-153,78
232,79	-153,52
233,16	-153,52
233,53	-153,81
233,90	-153,59
234,26	-153,59
234,62	-153,81
234,98	-153,61
235,34	-153,61
