Messpunkt Versuch 29: Molw�rme von Silicium
Beginn der Aufnahme: Do, 4. Jul 2024, 14:51:19
Temperaturverh�ltnisse zu Messbeginn
Schildtemperatur / �C = -152,178
Schilddrift / K/min   =   0,558
Probentemperatur / �C = -160,037
Probendrift / K/min   =   0,300
t / s	T_Probe / C
235,70	-153,57
236,06	-153,57
236,42	-153,76
236,78	-153,59
237,14	-153,59
237,50	-153,52
237,86	-153,52
238,22	-153,73
238,58	-153,59
238,94	-153,59
239,29	-153,49
239,66	-153,49
240,01	-153,76
240,37	-153,61
240,74	-153,61
241,10	-153,52
241,46	-153,52
241,83	-153,76
242,19	-153,61
242,55	-153,61
242,92	-153,42
243,28	-153,42
243,77	-153,76
244,14	-153,45
244,50	-153,45
244,86	-153,69
245,22	-153,49
245,59	-153,49
245,96	-153,47
246,33	-153,47
246,71	-153,64
247,08	-153,49
247,45	-153,49
247,81	-153,76
248,18	-153,52
248,55	-153,52
248,93	-153,42
249,29	-153,42
249,65	-153,66
250,01	-153,45
250,37	-153,45
250,72	-153,37
251,08	-153,37
251,44	-153,64
251,81	-153,45
252,16	-153,45
252,53	-153,40
252,89	-153,40
253,24	-153,66
253,61	-153,47
253,97	-153,47
254,32	-153,35
254,69	-153,35
255,04	-153,64
255,41	-153,45
255,78	-153,45
256,14	-153,30
256,50	-153,30
256,86	-153,61
257,22	-153,42
257,58	-153,42
257,94	-153,35
258,31	-153,35
258,67	-153,61
259,03	-153,42
259,39	-153,42
259,75	-153,37
260,10	-153,37
260,46	-153,59
260,83	-153,23
261,19	-153,23
261,55	-153,42
261,91	-153,42
262,27	-153,57
262,63	-153,33
262,99	-153,33
263,34	-153,42
263,71	-153,42
264,07	-153,57
264,43	-153,33
264,80	-153,33
265,16	-153,37
265,52	-153,37
265,88	-153,52
266,25	-153,35
266,61	-153,35
266,97	-153,52
267,45	-153,49
267,81	-153,49
268,17	-153,45
268,53	-153,45
268,89	-153,49
269,25	-153,28
269,61	-153,28
269,97	-153,49
270,33	-153,49
270,69	-153,49
271,05	-153,28
271,41	-153,28
271,90	-153,49
272,28	-153,42
272,64	-153,42
273,00	-153,57
273,44	-153,40
273,81	-153,40
274,18	-153,37
274,56	-153,37
274,91	-153,45
275,28	-153,23
275,64	-153,23
275,99	-153,52
276,36	-153,52
276,72	-153,33
277,08	-153,18
277,44	-153,18
277,80	-153,52
278,16	-153,52
278,52	-153,30
278,87	-153,14
279,24	-153,14
279,60	-153,52
279,96	-153,52
280,32	-153,33
280,68	-153,11
281,04	-153,11
281,40	-153,47
281,78	-153,57
282,14	-153,28
282,50	-153,16
282,86	-153,16
283,22	-153,40
283,58	-153,23
284,07	-153,23
284,43	-153,16
284,80	-153,11
285,18	-153,11
285,55	-153,06
285,90	-153,06
286,27	-153,35
286,63	-153,18
286,99	-153,18
287,35	-153,21
287,71	-153,21
288,07	-153,40
288,43	-153,21
288,79	-153,21
289,15	-153,16
289,51	-153,16
289,87	-153,40
290,23	-153,21
290,59	-153,21
290,95	-153,16
291,43	-153,40
291,79	-153,40
292,28	-153,16
292,65	-153,37
293,02	-153,37
293,39	-153,35
293,78	-153,33
294,14	-153,33
294,50	-153,09
294,85	-153,09
295,22	-153,37
295,74	-153,21
296,10	-153,21
296,44	-153,25
296,81	-153,09
297,19	-153,09
297,56	-153,09
298,01	-153,25
298,39	-153,25
298,75	-153,06
299,13	-153,06
299,49	-153,28
299,85	-153,11
300,21	-153,11
300,58	-153,30
300,95	-153,30
301,33	-153,28
301,69	-153,09
302,05	-153,09
302,41	-153,28
302,79	-153,16
303,15	-153,16
303,51	-152,99
303,87	-152,99
304,23	-153,30
304,73	-153,02
305,09	-153,02
305,45	-153,21
305,81	-153,04
306,19	-153,04
306,56	-153,04
306,93	-153,04
307,30	-153,21
307,66	-153,04
308,03	-153,04
308,41	-153,30
308,79	-153,16
309,17	-153,16
309,55	-152,90
309,92	-152,90
310,29	-153,21
310,65	-153,02
311,01	-153,02
311,37	-153,25
311,73	-153,25
312,09	-153,21
312,45	-153,06
312,82	-153,06
313,19	-153,23
313,56	-153,33
313,94	-153,18
314,30	-153,02
314,66	-153,02
315,28	-153,23
315,63	-153,02
316,00	-153,02
316,50	-153,02
316,86	-152,94
317,21	-152,97
317,71	-152,97
318,07	-153,04
318,43	-152,99
318,79	-152,99
319,16	-153,09
319,53	-153,09
319,90	-153,16
320,27	-152,97
320,63	-152,97
320,99	-153,28
321,35	-153,28
321,71	-153,06
322,07	-152,97
322,44	-152,97
322,79	-153,25
323,18	-153,28
323,54	-153,04
323,91	-152,94
324,27	-152,94
324,63	-153,16
324,99	-152,90
325,35	-152,90
325,71	-152,87
326,21	-153,18
326,57	-153,18
326,93	-152,85
327,29	-152,85
327,64	-153,09
328,00	-152,92
328,36	-152,92
328,72	-152,87
329,07	-152,87
329,44	-153,14
329,80	-152,97
330,16	-152,97
330,53	-152,87
330,90	-152,87
331,27	-153,18
331,64	-152,85
332,01	-152,85
332,39	-153,16
