Messpunkt Versuch 29: Molw�rme von Silicium
Beginn der Aufnahme: Do, 4. Jul 2024, 15:15:55
Temperaturverh�ltnisse zu Messbeginn
Schildtemperatur / �C = -108,128
Schilddrift / K/min   =   0,415
Probentemperatur / �C = -103,554
Probendrift / K/min   =   0,144
t / s	T_Probe / C
90,257	-103,60
90,618	-103,21
91,013	-103,21
91,385	-103,50
91,757	-103,23
92,129	-103,23
92,490	-103,63
92,862	-103,41
93,234	-103,41
93,619	-103,16
93,991	-103,16
94,360	-103,55
94,722	-103,18
95,093	-103,18
95,465	-103,43
95,946	-103,41
96,318	-103,41
96,690	-103,38
97,061	-103,23
97,445	-103,23
97,813	-103,06
98,209	-103,06
98,586	-103,38
98,965	-103,06
99,337	-103,06
99,712	-103,36
100,07	-103,11
100,44	-103,11
100,81	-102,89
101,17	-102,89
101,53	-103,33
101,89	-102,96
102,27	-102,96
102,62	-102,99
103,00	-102,99
103,37	-103,28
103,73	-102,94
104,09	-102,94
104,45	-103,26
104,91	-103,18
105,28	-103,18
105,67	-102,91
106,12	-103,18
106,49	-103,18
106,88	-103,06
107,27	-103,09
107,64	-103,09
108,02	-102,64
108,37	-102,64
108,73	-103,09
109,09	-102,77
109,45	-102,77
109,81	-102,77
110,17	-102,77
110,53	-102,77
110,90	-102,77
111,28	-102,77
111,65	-102,77
112,14	-102,77
112,52	-102,77
112,87	-102,77
113,32	-102,77
113,70	-102,77
114,07	-102,52
114,66	-103,09
115,02	-103,09
115,38	-102,84
115,74	-102,42
116,11	-102,42
116,47	-102,84
116,92	-102,62
117,28	-102,62
117,64	-102,69
118,01	-102,69
118,37	-102,69
118,73	-102,35
119,09	-102,35
119,46	-102,69
119,82	-102,69
120,18	-102,62
120,54	-102,22
120,90	-102,22
121,25	-102,64
121,64	-102,64
122,00	-102,45
122,35	-102,17
122,86	-102,42
123,22	-102,42
123,58	-102,05
123,94	-102,05
124,30	-102,47
124,66	-102,15
125,02	-102,15
125,38	-102,08
125,74	-102,08
126,10	-102,40
126,47	-102,08
126,84	-102,08
127,36	-101,85
127,72	-102,35
128,09	-102,35
128,46	-102,22
128,82	-102,22
129,18	-102,17
129,54	-101,83
129,90	-101,83
130,26	-102,20
130,62	-102,20
130,98	-102,03
131,33	-101,80
131,70	-101,80
132,05	-102,05
132,41	-102,05
132,91	-101,90
133,27	-101,66
133,72	-101,71
134,08	-101,71
134,44	-101,80
134,80	-101,80
135,16	-101,90
135,51	-101,61
135,87	-101,61
136,24	-101,85
136,62	-101,85
136,98	-101,83
137,34	-101,39
137,70	-101,39
138,08	-101,80
138,48	-101,66
138,84	-101,66
139,19	-101,29
139,55	-101,29
139,91	-101,66
140,27	-101,31
140,64	-101,31
141,00	-101,24
141,37	-101,24
141,73	-101,56
142,10	-101,19
142,47	-101,19
142,84	-101,16
143,28	-101,44
143,65	-101,44
144,01	-101,02
144,37	-101,02
144,73	-101,39
145,09	-100,99
145,47	-100,99
145,85	-101,04
146,25	-101,29
146,60	-101,31
146,97	-100,94
147,34	-100,94
147,72	-101,39
148,08	-101,02
148,44	-101,02
148,80	-100,89
149,17	-100,89
149,55	-101,24
149,93	-100,82
150,30	-100,82
150,67	-101,14
151,06	-100,92
151,43	-101,02
151,79	-100,74
152,16	-100,74
152,53	-101,14
152,89	-100,72
153,27	-100,72
153,64	-100,74
154,03	-101,02
154,39	-101,02
154,75	-100,67
155,13	-100,67
155,51	-101,04
155,87	-100,77
156,25	-100,77
156,62	-100,57
156,99	-100,57
157,37	-100,87
157,72	-100,60
158,10	-100,60
158,47	-100,94
158,87	-100,82
159,24	-100,82
159,61	-100,45
159,97	-100,45
160,33	-100,79
160,70	-100,40
161,19	-100,40
161,55	-100,57
161,93	-100,37
162,30	-100,37
162,67	-100,79
163,07	-100,70
163,44	-100,70
163,81	-100,33
164,16	-100,33
164,53	-100,65
164,90	-100,45
165,25	-100,45
165,62	-100,42
165,97	-100,42
166,35	-100,72
166,73	-100,23
167,09	-100,23
167,58	-100,52
167,95	-100,55
168,32	-100,55
168,70	-100,70
169,06	-100,35
169,43	-100,35
169,78	-100,10
170,15	-100,10
170,50	-100,57
170,88	-100,10
171,24	-100,10
171,61	-100,08
171,97	-100,08
172,34	-100,47
172,83	-100,10
173,21	-100,10
173,57	-100,45
173,93	-100,10
174,28	-100,10
174,65	-100,45
175,03	-100,45
175,39	-100,37
175,76	-100,01
176,12	-100,01
176,48	-100,40
176,86	-100,13
177,24	-100,13
177,61	-99,808
177,97	-99,808
178,31	-100,30
178,68	-99,931
179,03	-99,931
179,40	-99,931
179,76	-99,931
180,12	-100,35
180,48	-99,906
180,97	-99,906
181,33	-99,832
181,69	-99,857
182,05	-99,857
182,41	-99,832
182,77	-99,832
183,13	-100,15
183,49	-99,882
183,85	-99,882
184,34	-99,783
184,70	-100,30
185,07	-100,30
185,43	-99,980
185,79	-99,980
186,15	-100,13
186,52	-99,832
186,88	-99,832
187,24	-100,13
187,62	-100,13
187,99	-100,05
188,35	-99,635
188,72	-99,635
189,09	-100,20
189,45	-99,832
189,81	-99,832
190,17	-99,635
190,54	-99,635
190,92	-100,08
191,28	-99,684
191,64	-99,684
192,01	-99,610
192,37	-99,610
192,73	-99,956
193,09	-99,635
193,46	-99,635
193,82	-99,660
194,18	-99,660
194,54	-99,931
194,90	-99,660
195,26	-99,660
195,62	-99,808
196,00	-99,808
196,38	-99,906
196,74	-99,512
197,10	-99,512
197,46	-99,956
197,82	-99,956
198,18	-99,783
198,54	-99,487
198,90	-99,487
199,26	-99,931
199,62	-99,931
199,98	-99,758
200,32	-99,462
200,68	-99,462
201,04	-99,882
201,43	-99,882
201,79	-99,857
202,15	-99,314
202,51	-99,314
202,87	-99,832
203,24	-99,857
203,60	-99,610
203,96	-99,413
204,32	-99,413
204,68	-99,906
205,06	-99,635
205,42	-99,635
205,78	-99,314
206,15	-99,314
206,50	-99,857
206,87	-99,413
207,22	-99,413
207,59	-99,388
207,94	-99,388
208,31	-99,808
208,68	-99,413
209,04	-99,413
209,40	-99,290
209,76	-99,290
210,13	-99,783
210,48	-99,364
210,84	-99,364
211,20	-99,413
211,57	-99,413
211,92	-99,758
212,29	-99,314
212,65	-99,314
213,00	-99,339
213,37	-99,339
213,73	-99,734
214,09	-99,290
214,45	-99,290
214,81	-99,314
215,17	-99,314
215,53	-99,684
215,89	-99,240
216,25	-99,240
216,61	-99,290
216,97	-99,290
217,33	-99,684
217,69	-99,240
218,05	-99,240
218,41	-99,265
218,77	-99,265
219,13	-99,635
219,49	-99,314
219,85	-99,314
220,21	-99,240
220,57	-99,240
220,93	-99,635
221,28	-99,290
221,64	-99,290
222,01	-99,314
222,36	-99,314
222,73	-99,610
223,08	-99,240
223,45	-99,240
223,82	-99,265
224,18	-99,265
224,54	-99,610
224,90	-99,314
225,26	-99,314
225,62	-99,191
226,12	-99,586
226,48	-99,586
226,83	-99,413
227,21	-99,413
227,57	-99,487
227,93	-99,068
228,29	-99,068
228,65	-99,536
229,01	-99,536
229,37	-99,388
229,75	-99,092
230,11	-99,092
230,47	-99,610
230,85	-99,339
231,21	-99,290
231,57	-99,068
231,93	-99,068
232,29	-99,512
232,65	-99,191
233,01	-99,191
233,37	-99,142
233,74	-99,142
234,09	-99,462
234,45	-99,117
234,79	-99,117
235,16	-99,068
235,53	-99,068
235,89	-99,462
236,25	-99,166
236,61	-99,166
236,97	-99,043
237,33	-99,043
237,69	-99,462
238,05	-99,166
238,41	-99,166
238,77	-99,018
239,13	-99,018
239,49	-99,438
239,85	-99,142
240,21	-99,142
240,57	-98,994
240,93	-98,994
241,28	-99,388
241,65	-99,117
242,01	-99,117
242,37	-99,018
242,73	-99,018
243,09	-99,314
243,45	-99,117
243,81	-99,117
244,17	-99,068
244,52	-99,068
244,88	-99,364
245,25	-99,191
245,62	-99,191
245,98	-98,870
246,34	-98,870
246,70	-99,364
247,07	-99,043
247,43	-99,043
247,79	-98,994
248,15	-98,994
248,51	-99,364
248,87	-99,043
249,23	-99,043
249,59	-98,920
249,96	-98,920
250,31	-99,339
250,67	-98,994
251,03	-98,994
251,40	-98,920
251,75	-98,920
252,11	-99,339
252,47	-98,969
252,86	-98,969
253,24	-98,895
253,60	-98,895
253,96	-99,314
254,31	-99,043
254,67	-99,043
255,03	-99,290
255,41	-99,290
255,77	-99,314
256,13	-98,870
256,49	-98,870
256,86	-99,364
257,25	-99,339
257,61	-99,191
257,97	-98,944
258,33	-98,944
258,69	-99,339
259,05	-99,043
259,41	-99,043
259,77	-98,994
260,13	-98,994
260,50	-99,240
260,86	-99,043
261,22	-99,043
261,58	-98,969
261,95	-98,969
262,32	-99,339
262,83	-98,944
263,21	-98,944
263,57	-99,290
263,93	-98,895
264,29	-98,895
264,65	-99,314
265,01	-99,314
265,38	-99,166
265,75	-98,846
266,11	-98,846
266,48	-99,290
266,86	-99,068
267,22	-99,068
267,58	-98,895
267,93	-98,895
268,30	-99,240
268,66	-99,018
269,01	-99,018
269,38	-98,796
269,75	-98,796
270,12	-99,240
270,49	-98,870
270,88	-98,870
271,24	-98,969
271,62	-98,969
271,99	-99,191
272,35	-98,821
272,70	-98,821
273,06	-99,339
273,51	-99,018
273,87	-99,018
274,23	-99,166
274,59	-99,166
274,94	-99,265
275,31	-98,920
275,67	-98,920
276,03	-99,191
276,39	-99,191
276,76	-99,265
277,13	-98,969
277,51	-98,969
277,89	-99,216
278,25	-98,994
278,61	-98,994
278,99	-98,796
279,35	-98,796
279,72	-99,240
280,08	-98,895
280,44	-98,895
280,80	-99,018
281,16	-99,018
281,52	-99,191
281,89	-98,846
282,25	-98,846
282,62	-99,043
282,98	-99,043
283,34	-99,290
283,70	-98,920
284,06	-98,920
284,42	-98,944
284,80	-98,944
285,16	-99,216
285,52	-98,895
285,88	-98,895
286,24	-99,240
286,62	-99,240
286,98	-99,191
287,34	-98,747
287,70	-98,747
288,06	-99,290
288,52	-98,969
288,88	-98,969
289,23	-99,142
289,62	-99,142
290,00	-99,191
290,34	-98,846
290,71	-98,846
291,07	-99,265
291,47	-99,068
291,83	-99,068
292,20	-98,771
292,56	-98,771
292,92	-99,191
293,29	-98,821
293,66	-98,821
294,03	-98,846
294,40	-98,846
294,76	-99,265
295,13	-98,920
295,49	-98,920
295,85	-99,240
296,21	-99,240
296,57	-99,117
296,93	-98,796
297,30	-98,796
297,66	-99,265
298,11	-98,994
298,47	-98,994
298,82	-99,142
299,30	-99,191
299,65	-99,191
300,01	-98,796
300,40	-98,796
300,76	-99,166
301,12	-98,895
301,48	-98,895
301,84	-99,240
302,22	-99,240
302,58	-99,191
302,95	-98,747
303,31	-98,747
303,67	-99,339
304,08	-99,043
304,43	-99,043
304,79	-98,821
305,15	-98,821
305,52	-99,191
305,91	-98,821
306,28	-98,821
306,64	-99,191
307,00	-99,191
307,36	-99,191
307,73	-98,920
308,10	-98,920
308,49	-99,265
308,85	-98,994
309,22	-98,994
309,60	-98,821
309,96	-98,821
310,32	-99,216
310,69	-98,796
311,06	-98,796
311,43	-98,895
311,78	-98,895
312,28	-99,265
312,65	-98,870
313,01	-98,870
313,37	-99,166
313,73	-98,796
314,09	-98,796
314,45	-99,290
314,81	-99,290
315,15	-99,092
315,52	-98,796
315,88	-98,796
316,25	-99,216
316,70	-99,166
317,06	-99,166
317,42	-99,166
317,81	-99,166
318,17	-99,240
318,53	-98,821
318,89	-98,821
319,25	-99,265
319,61	-99,265
319,97	-99,117
320,33	-98,821
320,69	-98,821
321,03	-99,290
321,42	-99,290
321,78	-99,142
322,15	-98,846
322,51	-98,846
322,87	-99,364
323,26	-99,043
323,62	-99,043
323,98	-98,821
324,34	-98,821
324,70	-99,265
325,06	-98,895
325,43	-98,895
325,79	-98,796
326,15	-98,796
326,51	-99,240
326,87	-98,920
327,23	-98,920
327,59	-98,846
328,08	-99,339
328,44	-99,339
328,80	-98,771
329,16	-98,771
329,52	-99,191
329,88	-98,821
330,24	-98,821
330,60	-98,944
330,96	-98,944
331,32	-99,166
331,68	-98,944
332,04	-98,944
332,40	-98,920
332,76	-98,920
333,12	-99,142
333,48	-98,920
333,84	-98,920
334,18	-98,895
334,55	-98,895
334,91	-99,216
335,26	-98,920
335,62	-98,920
335,99	-98,920
336,34	-98,920
336,70	-99,240
337,07	-99,068
