Messpunkt Versuch 29: Molw�rme von Silicium
Beginn der Aufnahme: Do, 4. Jul 2024, 15:54:11
Temperaturverh�ltnisse zu Messbeginn
Schildtemperatur / �C = -26,734
Schilddrift / K/min   =  -0,407
Probentemperatur / �C = -21,299
Probendrift / K/min   =  -0,303
t / s	T_Probe / C
39,464	-20,688
39,836	-21,248
40,207	-20,892
40,579	-20,892
40,949	-21,426
41,335	-21,019
41,707	-21,019
42,080	-20,790
42,476	-20,790
42,846	-21,324
43,207	-20,841
43,580	-20,841
43,950	-21,451
44,337	-20,994
44,709	-20,994
45,080	-20,790
45,452	-20,790
45,822	-21,451
46,183	-20,943
46,567	-20,943
46,939	-21,299
47,335	-21,172
47,706	-21,172
48,080	-20,765
48,585	-21,502
48,956	-21,502
49,327	-21,273
49,782	-21,299
50,154	-21,299
50,527	-21,248
50,922	-21,222
51,293	-21,324
51,656	-20,739
52,028	-20,739
52,397	-21,400
52,759	-20,841
53,124	-20,841
53,492	-20,968
53,864	-20,968
54,233	-21,451
54,606	-20,917
54,978	-20,917
55,352	-21,248
55,725	-20,994
56,097	-20,994
56,468	-20,714
56,840	-20,714
57,210	-21,451
57,583	-20,816
57,955	-20,816
58,320	-21,248
58,817	-21,273
59,177	-21,273
59,539	-21,248
59,929	-20,994
60,296	-20,994
60,667	-20,663
61,161	-21,426
61,529	-21,426
61,892	-20,688
62,381	-21,350
62,741	-21,350
63,102	-21,121
63,557	-21,324
63,917	-21,324
64,278	-20,638
64,675	-20,638
65,045	-21,197
65,419	-20,765
65,791	-20,765
66,161	-21,299
66,536	-20,968
66,908	-20,968
67,280	-20,714
67,651	-20,714
68,021	-21,350
68,396	-20,739
68,768	-20,739
69,138	-21,121
69,536	-20,994
69,908	-20,994
70,278	-20,663
70,662	-20,663
71,034	-21,299
71,408	-20,739
71,780	-20,739
72,151	-21,095
72,655	-20,739
73,027	-20,739
73,397	-21,095
73,771	-20,587
74,142	-20,587
74,512	-20,866
74,909	-21,146
75,281	-21,146
75,656	-20,485
76,028	-20,485
76,397	-21,146
76,770	-20,510
77,142	-20,510
77,513	-20,816
77,909	-21,070
78,281	-21,070
78,656	-20,485
79,028	-20,485
79,397	-21,070
79,772	-20,460
80,144	-20,460
80,515	-20,739
80,888	-20,739
81,257	-21,019
81,627	-20,409
81,986	-20,409
82,351	-20,968
82,715	-20,714
83,214	-20,714
83,583	-20,282
83,942	-20,358
84,303	-20,358
84,664	-20,282
85,036	-20,282
85,411	-20,994
85,772	-20,180
86,141	-20,180
86,506	-20,612
86,898	-20,612
87,269	-20,892
87,640	-20,180
88,155	-20,917
88,515	-20,917
88,876	-20,104
89,248	-20,104
89,621	-20,816
89,991	-20,332
90,352	-20,332
90,727	-20,739
91,193	-20,688
91,565	-20,688
91,937	-20,561
92,330	-20,434
92,690	-20,434
93,051	-20,027
93,424	-20,027
93,809	-20,714
94,179	-20,053
94,539	-20,053
94,901	-20,612
95,274	-20,612
95,645	-20,612
96,009	-20,612
96,533	-20,612
96,924	-20,612
97,551	-20,612
97,937	-20,612
98,340	-20,612
98,703	-20,612
99,062	-19,646
99,703	-19,646
100,09	-19,646
100,46	-19,646
100,83	-19,646
101,34	-19,646
101,73	-19,646
102,11	-19,748
102,76	-19,748
103,14	-20,332
103,77	-19,264
104,14	-19,264
104,52	-19,748
104,99	-20,282
105,36	-20,282
105,72	-20,104
106,09	-20,104
106,47	-20,078
106,85	-19,595
107,22	-19,595
107,59	-20,104
107,96	-19,748
108,46	-19,748
108,83	-19,748
109,19	-19,620
109,54	-19,620
109,91	-20,129
110,28	-20,129
110,66	-20,078
111,03	-19,468
111,53	-20,129
111,90	-20,129
112,28	-19,264
112,65	-19,264
113,15	-20,078
113,52	-19,442
113,89	-19,442
114,27	-19,849
114,62	-19,391
114,98	-19,391
115,35	-20,027
115,72	-19,595
116,09	-19,595
116,46	-19,264
116,83	-19,264
117,21	-19,824
117,57	-19,239
117,94	-19,239
118,31	-19,493
118,68	-19,493
119,05	-19,748
119,43	-19,112
119,80	-19,112
120,18	-19,849
120,54	-19,239
120,91	-19,239
121,29	-19,112
121,68	-19,112
122,05	-19,620
122,43	-18,984
122,80	-18,984
123,18	-19,722
123,55	-19,188
123,93	-19,188
124,30	-19,010
124,69	-19,264
125,07	-19,468
125,44	-18,857
125,81	-18,857
126,18	-19,569
126,56	-18,959
126,94	-18,959
127,31	-19,010
127,70	-19,290
128,09	-19,442
128,46	-18,883
128,82	-18,883
129,19	-19,442
129,56	-18,959
129,93	-18,959
130,29	-18,984
130,65	-18,984
131,01	-19,391
131,38	-18,908
131,91	-19,162
132,28	-19,162
132,65	-18,577
133,02	-18,577
133,39	-19,341
133,75	-18,705
134,13	-18,705
134,50	-18,755
134,95	-19,162
135,32	-19,162
135,71	-18,552
136,09	-18,552
136,47	-19,239
136,84	-18,577
137,21	-18,577
137,59	-19,213
137,97	-18,577
138,34	-18,577
138,71	-18,883
139,09	-18,883
139,45	-19,086
139,83	-18,476
140,20	-18,476
140,57	-19,162
140,94	-18,705
141,31	-18,705
141,69	-18,552
142,06	-18,552
142,43	-18,908
142,80	-18,603
143,17	-18,603
143,54	-19,010
143,92	-18,628
144,29	-18,628
144,66	-18,374
145,03	-18,374
145,41	-18,984
145,78	-18,297
146,15	-18,297
146,52	-18,908
146,92	-18,679
147,29	-18,832
147,66	-18,323
148,03	-18,323
148,41	-18,933
148,78	-18,272
149,15	-18,272
149,52	-18,857
149,98	-18,755
150,35	-18,755
150,72	-18,679
151,12	-18,705
151,49	-18,755
151,86	-18,196
152,27	-18,196
152,64	-18,832
153,00	-18,221
153,37	-18,221
153,74	-18,806
154,26	-18,374
154,67	-18,374
155,05	-18,679
155,43	-18,170
155,80	-18,170
156,17	-18,806
156,53	-18,323
156,90	-18,323
157,27	-18,043
157,65	-18,043
158,02	-18,806
158,39	-18,119
158,76	-18,119
159,13	-18,577
159,53	-18,425
159,90	-18,425
160,27	-18,094
160,65	-18,094
161,02	-18,705
161,53	-18,170
161,94	-18,577
162,31	-18,577
162,69	-18,043
163,18	-18,476
163,56	-18,476
164,07	-18,450
164,44	-18,348
164,81	-18,348
165,18	-18,526
165,55	-18,119
165,94	-18,119
166,31	-18,017
166,68	-18,017
167,05	-18,577
167,43	-17,992
167,92	-18,603
168,42	-18,603
168,79	-17,661
169,16	-17,865
169,52	-17,865
169,88	-18,094
170,26	-18,094
170,63	-18,577
171,00	-18,017
171,37	-18,017
171,75	-18,501
172,12	-18,068
172,49	-18,068
172,86	-17,865
173,22	-17,865
173,58	-18,450
173,95	-17,967
174,32	-17,967
174,70	-17,992
175,15	-18,374
175,52	-18,374
175,89	-17,738
176,28	-17,738
176,64	-18,323
177,01	-17,916
177,38	-17,916
177,77	-18,425
178,15	-18,119
178,52	-18,119
178,89	-17,814
179,28	-17,814
179,65	-18,297
180,03	-17,814
180,39	-17,814
180,76	-18,450
181,13	-17,992
181,50	-17,992
182,00	-17,788
182,37	-18,425
182,75	-18,425
183,12	-18,119
183,58	-18,246
183,95	-18,246
184,32	-18,221
184,78	-18,246
185,15	-18,246
185,52	-18,221
185,89	-18,221
186,26	-18,221
186,63	-17,712
186,99	-17,712
187,36	-18,323
187,72	-17,890
188,09	-17,890
188,44	-17,610
188,81	-17,610
189,17	-18,399
189,54	-17,763
190,06	-17,763
190,42	-17,712
190,78	-17,610
191,14	-17,610
191,51	-18,272
191,95	-18,221
192,32	-18,221
192,69	-17,636
193,05	-17,636
193,42	-18,170
193,78	-17,814
194,14	-17,814
194,51	-18,170
194,88	-18,170
195,25	-18,196
195,63	-17,661
196,14	-18,323
196,51	-18,323
196,88	-17,534
197,24	-17,534
197,60	-18,119
197,97	-17,661
198,36	-17,661
198,73	-18,170
199,14	-17,992
199,52	-17,992
199,89	-17,610
200,28	-17,610
200,62	-18,094
200,98	-17,610
201,34	-17,610
201,71	-18,272
202,07	-18,272
202,44	-18,196
202,81	-17,738
203,18	-17,738
203,56	-18,068
203,92	-17,814
204,28	-17,814
204,65	-17,585
205,02	-17,585
205,40	-18,246
205,77	-17,610
206,35	-17,967
206,72	-17,967
207,09	-17,483
207,46	-17,483
207,85	-18,196
208,24	-17,661
208,62	-17,661
209,01	-18,221
209,38	-17,636
209,74	-17,636
210,11	-18,145
210,48	-18,145
210,84	-18,068
211,21	-17,585
211,57	-17,585
211,93	-18,119
212,32	-17,712
212,68	-17,712
213,04	-17,330
213,41	-17,330
213,78	-18,221
214,14	-17,738
214,66	-17,738
215,02	-17,585
215,38	-17,458
215,74	-17,458
216,12	-18,145
216,54	-17,941
216,91	-17,992
217,28	-17,559
217,66	-17,559
218,03	-17,967
218,39	-17,610
218,75	-17,610
219,12	-18,119
219,57	-17,916
219,95	-17,916
220,32	-18,068
220,71	-17,967
221,09	-17,967
221,46	-17,407
221,83	-17,407
222,20	-18,094
222,57	-17,407
222,94	-17,407
223,32	-18,068
223,77	-17,992
224,15	-17,992
224,52	-17,967
224,97	-17,992
225,34	-17,992
225,72	-17,992
226,17	-17,967
226,54	-17,967
226,92	-17,967
227,29	-17,967
227,66	-17,967
228,03	-17,458
228,40	-17,458
228,76	-18,119
229,13	-17,559
229,51	-17,559
229,88	-17,458
230,25	-17,458
230,62	-18,119
231,00	-17,585
231,38	-17,585
231,75	-18,043
232,12	-17,788
232,51	-17,788
232,88	-17,407
233,25	-17,407
233,77	-18,145
234,14	-17,508
234,52	-17,559
234,88	-17,559
235,24	-17,458
235,63	-17,458
236,00	-18,043
236,37	-17,407
236,74	-17,407
237,12	-18,017
237,51	-17,992
237,89	-17,941
238,25	-17,356
238,61	-17,356
238,98	-18,043
239,35	-17,508
239,72	-17,508
240,09	-17,458
240,55	-17,941
240,92	-17,941
241,29	-17,508
241,76	-17,967
242,13	-17,967
242,50	-17,585
242,86	-17,585
243,22	-18,017
243,59	-17,585
243,95	-17,585
244,31	-18,094
244,77	-17,865
245,13	-17,865
245,50	-17,916
245,89	-17,916
246,27	-18,043
246,64	-17,381
247,00	-17,381
247,36	-18,094
247,73	-17,508
248,11	-17,508
248,49	-17,458
248,88	-17,458
249,25	-18,094
249,62	-17,483
249,99	-17,483
250,36	-18,145
250,73	-17,636
251,12	-17,636
251,49	-17,356
251,85	-17,356
252,21	-18,068
252,57	-17,610
252,93	-17,610
253,30	-18,094
253,68	-18,094
254,05	-18,043
254,42	-17,458
254,90	-18,170
255,27	-18,170
255,64	-17,305
256,00	-17,305
256,36	-18,094
256,73	-17,508
257,09	-17,508
257,45	-17,407
257,83	-17,407
258,20	-18,017
258,57	-17,381
258,94	-17,381
259,32	-17,992
259,78	-17,967
260,15	-17,967
260,52	-17,890
260,91	-17,661
261,28	-17,788
261,64	-17,407
262,02	-17,407
262,40	-18,068
262,77	-17,356
263,13	-17,356
263,49	-17,992
263,86	-17,992
264,24	-18,068
264,60	-17,559
264,96	-17,559
265,33	-17,967
265,71	-17,636
266,07	-17,636
266,43	-17,305
266,92	-18,145
267,29	-18,145
267,66	-17,381
268,02	-17,381
268,39	-17,992
268,77	-17,432
269,14	-17,432
269,53	-18,017
269,92	-17,916
270,30	-17,916
270,66	-17,483
271,04	-17,483
271,41	-18,017
271,78	-17,534
272,15	-17,534
272,53	-17,992
272,92	-17,814
273,28	-17,814
273,65	-17,381
274,02	-17,381
274,40	-17,967
274,77	-17,330
275,15	-17,330
275,53	-18,017
275,93	-17,839
276,29	-17,839
276,65	-17,305
277,02	-17,305
277,39	-17,992
277,76	-17,458
278,12	-17,458
278,48	-17,763
278,98	-18,094
279,36	-18,094
279,73	-17,839
280,12	-17,687
280,49	-17,687
280,86	-17,458
281,26	-17,458
281,63	-18,017
282,00	-17,559
282,36	-17,559
282,72	-18,119
283,12	-17,712
283,48	-17,712
283,84	-17,483
284,21	-17,483
284,58	-18,094
284,95	-17,483
285,33	-17,483
285,70	-17,788
286,08	-17,788
286,44	-18,068
286,82	-17,534
287,19	-17,534
287,56	-17,992
287,93	-17,763
288,30	-17,763
288,67	-17,432
289,16	-18,170
289,54	-18,170
289,91	-17,661
290,38	-17,967
290,75	-17,967
291,13	-17,941
291,54	-17,839
291,90	-17,839
292,26	-17,407
292,63	-17,407
293,01	-18,017
293,38	-17,610
293,74	-17,610
294,10	-18,094
294,47	-18,094
294,85	-18,043
295,21	-17,534
295,59	-17,534
295,96	-18,043
296,33	-17,712
296,70	-17,712
297,07	-17,508
297,45	-17,508
297,82	-18,170
298,19	-17,585
298,56	-17,585
298,94	-17,967
299,30	-17,738
299,80	-17,738
300,16	-17,483
300,53	-17,534
300,90	-17,534
301,27	-17,559
301,63	-17,559
301,99	-18,196
302,36	-17,534
302,72	-17,534
303,08	-17,814
303,58	-18,170
303,95	-18,170
304,32	-17,941
304,74	-17,865
305,10	-17,865
305,46	-17,483
305,86	-17,483
306,23	-18,043
306,60	-17,636
306,97	-17,636
307,35	-18,170
307,72	-17,890
308,18	-17,890
308,55	-17,508
308,91	-17,687
309,28	-17,687
309,65	-17,534
310,03	-17,534
310,41	-18,119
310,78	-17,636
311,16	-17,636
311,54	-18,145
311,90	-17,814
312,26	-17,814
312,62	-17,610
312,99	-17,610
313,35	-18,094
313,71	-17,814
314,08	-17,814
314,45	-17,483
314,94	-18,272
315,31	-18,272
315,70	-17,458
316,15	-18,094
316,54	-18,094
316,91	-17,738
317,27	-17,738
